model,prevalence,point_ap,ap_ci_low,ap_ci_high,ap_ci_low_pct,ap_ci_high_pct,point_gap,gap_ci_low,gap_ci_high,gap_ci_low_pct,gap_ci_high_pct,point_auc,auc_ci_low,auc_ci_high,auc_ci_low_pct,auc_ci_high_pct,n_valid_resamples,n_valid_jackknife
morph_atomic_core,0.24975391498881433,0.3249034555495106,0.25199557083560964,0.40505370854142114,0.25847041570735013,0.4109792142032054,0.3298423923185076,0.19883722133573956,0.5190755973535075,0.1830724555368059,0.5049655644236735,0.6044802883313595,0.5588532689019484,0.6560445169319489,0.5588872599391477,0.6560905473155898,1000,150
morph_atomic_core_psalm,0.24975391498881433,0.3265455615001285,0.2551844376615944,0.40901212241584556,0.2599392514548894,0.41285815512474555,0.34325315636759324,0.2086630556377975,0.532748038577208,0.1996109212132767,0.519266051747714,0.6098759029158609,0.5656324930964272,0.6631463669908857,0.5616100266821371,0.6606527174426856,1000,150
morph_full_all,0.24975391498881433,0.33896319678823655,0.2651032334809261,0.42097072648572176,0.2716333559735481,0.42754399779830343,0.3427353273158973,0.20462349939419666,0.5218454244322707,0.19025130033874335,0.5123180519446425,0.6161236208396126,0.5644661451412257,0.6716536063751415,0.564556960782234,0.6716704205647139,1000,150
morph_full_all_psalm,0.24975391498881433,0.34314740493030255,0.2693451986963707,0.42585206248793417,0.272941169887044,0.43156664907191644,0.3580189079714488,0.21133681862748482,0.5393904409175292,0.1985551513294058,0.5349760577764877,0.619729557725076,0.5710098460211375,0.6762327277561343,0.5680265886539212,0.6754176234613584,1000,150
morph_gn_atomic,0.24975391498881433,0.2669402659184155,0.21595150324680845,0.31916050055401224,0.21898770221844766,0.3225720116501566,0.1447810112127285,0.015708217801259316,0.3496299378792353,0.0021895779120152032,0.328273893657133,0.5297422057266952,0.49017615648359786,0.5749938687144225,0.4878760407578722,0.5729605872645748,1000,150
morph_gn_atomic_psalm,0.24975391498881433,0.269331735626232,0.21691291541967783,0.3221980372218262,0.2207101022369938,0.3267407094394134,0.16908565966470038,0.04065694435678605,0.3833684311399729,0.0240661361670184,0.3530560999242101,0.5347588418061325,0.49393938118273434,0.5761330717972786,0.4933432837139261,0.5748754993918708,1000,150
morph_gn_sp_plus,0.24975391498881433,0.31603154310621207,0.25134089216388755,0.3804813709459652,0.25434154740743536,0.3871553531528235,0.3007047743295987,0.157544883691158,0.5083966819484289,0.1398931195051523,0.4779922712912226,0.5878450208686044,0.5453664180086575,0.6366364547285113,0.5442575813757871,0.6361768553147683,1000,150
morph_gn_sp_plus_psalm,0.24975391498881433,0.3126157188690674,0.24974271462735742,0.3819761551121217,0.2547282497289815,0.3837075338799314,0.3030554927593795,0.16962677150057456,0.5426247340821786,0.15012571128257793,0.48224545324534185,0.5886852437359998,0.548072568742334,0.6361159264988661,0.5456986755318325,0.6330485835302955,1000,150
morph_nu_atomic,0.24975391498881433,0.2621205701096159,0.20959320754373306,0.3211192293278344,0.21239232793128104,0.3249190681328981,0.1431208840783803,0.011800030360818522,0.3033787616107235,0.011909450579901183,0.3041127304293396,0.5289718554185892,0.4908386711509754,0.5722524326955163,0.49084796863262864,0.5725163639277179,1000,150
morph_nu_atomic_psalm,0.24975391498881433,0.26239827516884473,0.20954173285231442,0.3198836304903262,0.2112336395509887,0.3258930138283028,0.1473163300586915,0.00926054613356246,0.3134351380363564,0.00950542549978645,0.31371596203933716,0.5309855953979667,0.492921082768647,0.575024077611257,0.4929410797495075,0.5766115917121059,1000,150
