model,n_same_genre,n_different_genre,prevalence,average_precision,same_genre_effect_size,different_genre_effect_size,gap,separation_auc,separation_p
morph_prs_ps_sp_plus,2791,8384,0.24975391498881433,0.3564924561260334,0.3165463883420485,-0.10537532967761622,0.4219217180196647,0.6323410204829591,5.2982526957813056e-98
morph_prs_ps_sp_plus_psalm,2791,8384,0.24975391498881433,0.3508342114326115,0.32492356425429614,-0.10817003075364044,0.4330935950079366,0.6302534762773473,5.269457384904497e-95
morph_prs_gn_sp_plus,2791,8384,0.24975391498881433,0.34923837743349206,0.30365864258438985,-0.10108849471717973,0.4047471373015696,0.627402975006906,5.474681800566802e-91
morph_st_sp_plus,2791,8384,0.24975391498881433,0.34523651047697285,0.2938605782288428,-0.09782294990691069,0.3916835281357535,0.625847146020059,7.822373420563241e-89
morph_full_all_psalm,2791,8384,0.24975391498881433,0.34314740493030255,0.26860745899663624,-0.08941168610563693,0.3580191451022732,0.619729557725076,1.2922660601991789e-80
morph_vt_sp_plus,2791,8384,0.24975391498881433,0.3427834799991002,0.27332280172172446,-0.09098196091869626,0.3643047626404207,0.6198849013049031,8.085599020766323e-81
morph_prs_gn_sp_plus_psalm,2791,8384,0.24975391498881433,0.3421289503099607,0.3067834953270016,-0.10212113593100247,0.4089046312580041,0.6228368139412124,9.730710394805763e-85
morph_full_all,2791,8384,0.24975391498881433,0.33896319678823655,0.25714281095952046,-0.08559259812367495,0.34273540908319544,0.6161236208396126,5.815403901469374e-76
morph_vt_sp_plus_psalm,2791,8384,0.24975391498881433,0.33650460018904926,0.2724899486994266,-0.09070798314298027,0.3631979318424069,0.6164220429078199,2.42580197073591e-76
sp_1gram,2791,8384,0.24975391498881433,0.33586705958384855,0.29719251664252433,-0.09893446659071291,0.39612698323323725,0.619582675776282,2.012138183087704e-80
morph_st_sp_plus_psalm,2791,8384,0.24975391498881433,0.33498114039674165,0.29788486679480697,-0.09916297006597644,0.3970478368607834,0.6230145081929102,5.612740664919865e-85
morph_ps_sp_plus,2791,8384,0.24975391498881433,0.3319746481360181,0.2806826883539498,-0.09344319868383354,0.3741258870377834,0.6151506614773221,9.905679224203324e-75
sp_1_2gram,2791,8384,0.24975391498881433,0.32863074671098136,0.3038698376059974,-0.10115726803197582,0.40502710563797323,0.6206252512848004,8.581833806706251e-82
morph_ps_sp_plus_psalm,2791,8384,0.24975391498881433,0.3282627212561471,0.2736935632959381,-0.09111398906666311,0.3648075523626012,0.6107708699719108,2.5769060260638746e-69
sp_1gram_psalm,2791,8384,0.24975391498881433,0.3279525234125153,0.2890634629943785,-0.09623115149070931,0.38529461448508784,0.6115477588130879,2.9226047989178954e-70
sp_1_2gram_psalm,2791,8384,0.24975391498881433,0.32709742957410803,0.2961827363313425,-0.09859699965105671,0.39477973598239924,0.6159803286736812,8.842323913265541e-76
morph_atomic_core_psalm,2791,8384,0.24975391498881433,0.3265455615001285,0.25752485425738103,-0.08572839816863136,0.3432532524260124,0.6098759029158609,3.1043370760455103e-68
morph_atomic_core,2791,8384,0.24975391498881433,0.3249034555495106,0.24746140047519727,-0.08238102825845334,0.3298424287336506,0.6044802883313595,6.6650112434795065e-62
