model,metric,source,genre,gap,p_perm,p_maxT,perm_q,perm_q_by,maxT_q,maxT_q_by
clause_kind_1_2_3gram,content_distance,raw,Hymn,-0.034942244119312044,0.9497050294970503,1.0,1.0,1.0,1.0,1.0
clause_kind_1_2_3gram,content_distance,raw,Lament,0.03090176826180384,0.0033996600339966003,0.394960503949605,0.00430623604306236,0.021163055276720785,0.5087626830537285,1.0
clause_kind_1_2_3gram,content_distance,raw,Praise,-0.02817122297001487,0.9858014198580142,1.0,0.9957004299570043,1.0,1.0,1.0
clause_kind_1_2_3gram,content_distance,raw,Royal,0.011552153101989204,0.415958404159584,0.9777022297770223,0.7518397096460566,1.0,1.0,1.0
clause_kind_1_2_3gram,content_distance,raw,Thanksgiving,0.014140813563351333,0.4303569643035696,0.9471052894710529,0.5223901852239019,1.0,1.0,1.0
clause_kind_1_2_3gram,content_distance,raw,Trust,-0.01854453484217325,0.7701229877012299,1.0,0.822799911789643,1.0,1.0,1.0
clause_kind_1_2_3gram,content_distance,raw,Wisdom,0.0324353146202424,0.0403959604039596,0.33286671332866713,0.10124148875435038,0.4975526658037392,0.6170212247067977,1.0
clause_kind_1_2_3gram,content_distance,length_controlled,Hymn,-0.03201542345961671,0.9354064593540646,1.0,1.0,1.0,1.0,1.0
clause_kind_1_2_3gram,content_distance,length_controlled,Lament,0.030948615098963767,0.0031996800319968005,0.3862613738626137,0.00405292804052928,0.0199181696722078,0.4944572209445722,1.0
clause_kind_1_2_3gram,content_distance,length_controlled,Praise,-0.027434496505135384,0.9836016398360165,1.0,0.9949005099490051,1.0,1.0,1.0
clause_kind_1_2_3gram,content_distance,length_controlled,Royal,0.008198618637926742,0.46795320467953205,0.9946005399460054,0.8129459781294598,1.0,1.0,1.0
clause_kind_1_2_3gram,content_distance,length_controlled,Thanksgiving,0.01420857247369621,0.42775722427757223,0.9454054594540546,0.5208933652089337,1.0,1.0,1.0
clause_kind_1_2_3gram,content_distance,length_controlled,Trust,-0.017397878282677887,0.7585241475852414,1.0,0.8167072181670723,1.0,1.0,1.0
clause_kind_1_2_3gram,content_distance,length_controlled,Wisdom,0.03204631509381845,0.0425957404259574,0.34326567343265674,0.1374195913741959,0.6753504404482956,0.698930106989301,1.0
clause_kind_1_2_3gram,structural_distance,raw,Hymn,-0.002913485253161263,0.5714428557144285,0.9999000099990001,0.7896301278963013,1.0,1.0,1.0
clause_kind_1_2_3gram,structural_distance,raw,Lament,0.03018433211111471,0.0025997400259974,0.5529447055294471,0.0075992400759924,0.03734656813538962,1.0,1.0
clause_kind_1_2_3gram,structural_distance,raw,Praise,-0.012981803579971474,0.8382161783821618,1.0,0.9914008599140086,1.0,1.0,1.0
clause_kind_1_2_3gram,structural_distance,raw,Royal,-0.03294093867776354,0.8381161883811619,1.0,0.9231424683618594,1.0,1.0,1.0
clause_kind_1_2_3gram,structural_distance,raw,Thanksgiving,0.0349845945981786,0.19718028197180282,0.45155484451554845,0.4151084891510849,1.0,1.0,1.0
clause_kind_1_2_3gram,structural_distance,raw,Trust,0.015932303466631326,0.28247175282471754,0.8747125287471252,0.6099390060993901,1.0,1.0,1.0
clause_kind_1_2_3gram,structural_distance,raw,Wisdom,0.008463124284425694,0.37446255374462556,0.9762023797620238,0.9290070992900711,1.0,1.0,1.0
clause_kind_1_2_3gram,structural_distance,length_controlled,Hymn,-0.026143464109428194,0.8929107089291071,1.0,1.0,1.0,1.0,1.0
clause_kind_1_2_3gram,structural_distance,length_controlled,Lament,0.029812511913282203,0.0010998900109989002,0.5016498350164984,0.0036344191667789746,0.01786140215170808,1.0,1.0
