model,prevalence,point_ap,ap_ci_low,ap_ci_high,ap_ci_low_pct,ap_ci_high_pct,point_gap,gap_ci_low,gap_ci_high,gap_ci_low_pct,gap_ci_high_pct,point_auc,auc_ci_low,auc_ci_high,auc_ci_low_pct,auc_ci_high_pct,n_valid_resamples,n_valid_jackknife
morph_atomic_core,0.17138704230169077,0.17962101140902847,0.1387496632189271,0.23149883493200363,0.14124821346003033,0.23887966613965242,-0.054666724798402386,-0.1994473732267971,0.022558538505580053,-0.12376088192919422,0.09293534639822366,0.4959098461455405,0.4566034394520801,0.5602897086995398,0.4723389740936252,0.5958639092252614,1000,150
morph_atomic_core_psalm,0.17138704230169077,0.23805723543034962,0.14985268804334229,0.3561340799300915,0.13580827334735693,0.3254849621856008,0.24722829994423262,0.10041537401101185,0.4914659437241298,0.07423602828381912,0.44206671119011454,0.580903060980072,0.5355853310006459,0.6529048702484993,0.5249929782126163,0.6347400310058186,1000,150
morph_full_all,0.17138704230169077,0.18856966373308431,0.14339685611741884,0.23364356744056533,0.15365667916067122,0.2505403502485662,-0.05009942925457116,-0.1558331869897594,0.033664480538948646,-0.10837994246844294,0.10677391433729534,0.5036620927432817,0.46408732303342204,0.5953900473410662,0.47788084832983924,0.6298074565620698,1000,150
morph_full_all_psalm,0.17138704230169077,0.2358569976122412,0.16071510793838611,0.3540654686738872,0.14556218669196525,0.3244472628974837,0.2614294849818358,0.1240065693470901,0.5742719498711364,0.12006315945347289,0.5622880635826021,0.5777934881264993,0.527929465561844,0.621623382306131,0.5422651316984322,0.6400163067122056,1000,150
morph_gn_1_2_3gram,0.17138704230169077,0.15990031360220805,0.12996538265889668,0.2033351076752051,0.13099843813855505,0.2085468257918002,-0.16920042075230593,-0.31115701464993833,0.047435560545470816,-0.25214040148886424,0.08508836102303952,0.4547498024324671,0.41246803916149555,0.5390285459662472,0.4309264232895484,0.5615528120933246,1000,150
morph_gn_1_2_3gram_psalm,0.17138704230169077,0.22786112661838231,0.14764606868251257,0.3513550732120329,0.13508184412347946,0.31698040785917814,0.1897044977770388,0.05692672607137549,0.4437499428407382,0.015406318144494514,0.39311004700750357,0.5618803809061496,0.5237982666291157,0.6370465115868641,0.5139820526571811,0.6207474622938608,1000,150
morph_gn_1_2gram,0.17138704230169077,0.16074903253918796,0.13166039049429773,0.21970104093220633,0.12862689620859327,0.21293301497903827,-0.13977817494103784,-0.2579830536117192,0.04113170236518305,-0.21013753547944256,0.08012316341169098,0.4611782588878364,0.4192097446479531,0.5344300953332063,0.43840298773236835,0.5571309492334856,1000,150
morph_gn_1_2gram_psalm,0.17138704230169077,0.2202054274137925,0.1434061515400513,0.35226338025031445,0.13023476738493955,0.31531564281527324,0.14006410415519946,0.013603783779689918,0.34510432206923664,0.009174325061629256,0.330722816354442,0.5487988186775807,0.5136913878940745,0.6184381975405763,0.5098186730162071,0.6122213140456292,1000,150
morph_gn_1gram,0.17138704230169077,0.1655053522132135,0.13391828057616748,0.24139676017164724,0.12843921152370438,0.22004359654028202,-0.09098775611123029,-0.17871391312607754,0.042404314520195746,-0.1487628138568466,0.090522023430763,0.4770722938395704,0.43758585334823435,0.5375228020408384,0.4557020135730031,0.557746894128645,1000,150
morph_gn_1gram_psalm,0.17138704230169077,0.2110245002044434,0.1393781279281409,0.34902916586768096,0.12697222059385674,0.31001864409331936,0.08181224087352544,-0.04863925667038735,0.21930423126988968,-0.03701138409690726,0.25021947985846393,0.5343377889880621,0.5003950856876183,0.6069192019813541,0.49903672872510507,0.602376926354159,1000,150
morph_gn_sp_plus,0.17138704230169077,0.1737389569127834,0.1371288004207412,0.23904502924710813,0.13560704094440293,0.23539787720192723,-0.08142140199487564,-0.18072783675507906,0.018639398892484976,-0.1462426206428824,0.09168574032316945,0.48813404877076366,0.45206444699085785,0.5484239789897559,0.4663573099993677,0.5768620522189942,1000,150
morph_gn_sp_plus_psalm,0.17138704230169077,0.22651778074932336,0.14184138382563513,0.3529718419843452,0.12881101824486477,0.3186476527124966,0.1687911244446847,0.036612700598451876,0.41360180313298256,0.012699378327077774,0.3837015718455522,0.5551602985891058,0.5159617928091944,0.6321983163490347,0.5065907136853744,0.6186703237197507,1000,150
