model,n_same_genre,n_different_genre,prevalence,average_precision,separation_auc,separation_p
morph_signature_1_2_3gram_psalm,8018,38765,0.17138704230169077,0.249620907246077,0.6049555886074338,2.555347379239529e-193
morph_suffix_posmean,8018,38765,0.17138704230169077,0.24865717816365612,0.6175968076085225,4.631864892621538e-242
morph_signature_1_2gram_psalm,8018,38765,0.17138704230169077,0.24608441563827196,0.6041372280613171,2.4616128676788515e-190
morph_signature_1gram_psalm,8018,38765,0.17138704230169077,0.2450882743524681,0.6027403050346832,2.509763590674096e-185
sp_1_2_3gram_psalm,8018,38765,0.17138704230169077,0.24402538492430073,0.5887142955179171,8.953863592970206e-139
morph_nu_sp_plus_psalm,8018,38765,0.17138704230169077,0.2438527991017381,0.5954995221154826,1.9071192696328214e-160
morph_nu_1_2_3gram_psalm,8018,38765,0.17138704230169077,0.2396195823398627,0.5961702302284712,1.1298189900252616e-162
sp_1_2gram_psalm,8018,38765,0.17138704230169077,0.23920274795208804,0.5836858217598048,9.665265049664085e-124
morph_atomic_core_psalm,8018,38765,0.17138704230169077,0.23805723543034962,0.580903060980072,8.490826354999448e-116
morph_nu_1_2gram_psalm,8018,38765,0.17138704230169077,0.23801812227180066,0.5958731445760003,1.0998771072484135e-161
morph_nu_1gram_psalm,8018,38765,0.17138704230169077,0.23701177835775927,0.5916827712263685,4.628321940506954e-148
morph_full_all_psalm,8018,38765,0.17138704230169077,0.2358569976122412,0.5777934881264993,3.0832255311341973e-107
sp_1gram_psalm,8018,38765,0.17138704230169077,0.23455295152011635,0.5782339326995365,1.9781269551408553e-108
morph_st_sp_plus_psalm,8018,38765,0.17138704230169077,0.23409314923130417,0.5783072795355297,1.246613442334195e-108
morph_vt_sp_plus_psalm,8018,38765,0.17138704230169077,0.23295660071080698,0.5700608237424778,2.122762050215682e-87
morph_st_1_2_3gram_psalm,8018,38765,0.17138704230169077,0.23288743125781158,0.5684227320722364,1.839931029232462e-83
morph_vs_1_2_3gram_psalm,8018,38765,0.17138704230169077,0.23167671992570413,0.5720540093315771,2.527202073723554e-92
morph_prs_nu_sp_plus_psalm,8018,38765,0.17138704230169077,0.2315871631897409,0.5723532570225955,4.577719081016626e-93
morph_vs_1_2gram_psalm,8018,38765,0.17138704230169077,0.23124688317572745,0.5725233325623564,1.7116551940245094e-93
morph_suffix_host_plus_suffix_psalm,8018,38765,0.17138704230169077,0.2309070725506856,0.570210667170027,9.166861754027501e-88
morph_ps_sp_plus_psalm,8018,38765,0.17138704230169077,0.2306675169197645,0.5721898381163986,1.1765853675540866e-92
morph_vs_sp_plus_psalm,8018,38765,0.17138704230169077,0.22997134647278614,0.570957246105974,1.3590555488914073e-89
morph_st_1_2gram_psalm,8018,38765,0.17138704230169077,0.2297928577842907,0.5656610447337036,4.920581425287652e-77
morph_st_1gram_psalm,8018,38765,0.17138704230169077,0.22852879174497837,0.5683908838288106,2.1798356294790978e-83
morph_gn_1_2_3gram_psalm,8018,38765,0.17138704230169077,0.2278611767826672,0.5618803857321285,1.1647667824352391e-68
morph_gn_sp_plus_psalm,8018,38765,0.17138704230169077,0.22651778074932336,0.5551602985891058,5.3966589382565476e-55
morph_prs_gn_sp_plus_psalm,8018,38765,0.17138704230169077,0.2247930171353577,0.5654586142227325,1.4214193410591485e-76
morph_suffix_1gram_psalm,8018,38765,0.17138704230169077,0.2240831170012627,0.5505015575525171,1.9551143291404562e-46
morph_prs_nu_1gram_psalm,8018,38765,0.17138704230169077,0.22397025265814158,0.5588977168197301,2.0990787795476145e-62
morph_vt_1_2_3gram_psalm,8018,38765,0.17138704230169077,0.22372416616070612,0.5591047529232321,7.939029752437633e-63
morph_vt_1_2gram_psalm,8018,38765,0.17138704230169077,0.22360700971554695,0.5568417211152374,2.8775663568365827e-58
morph_ps_1_2gram_psalm,8018,38765,0.17138704230169077,0.2233893115410344,0.5577516706975923,4.433718547672147e-60
morph_prs_gn_1gram_psalm,8018,38765,0.17138704230169077,0.22291681123658694,0.5521520777270875,2.2109444794555426e-49
morph_ps_1gram_psalm,8018,38765,0.17138704230169077,0.22284856886100485,0.5577105147495267,5.357960761527628e-60
morph_vs_1gram_psalm,8018,38765,0.17138704230169077,0.2218576919531054,0.5603906526965945,1.69668361159181e-65
morph_ps_1_2_3gram_psalm,8018,38765,0.17138704230169077,0.22084063583005348,0.556743692614486,4.492492410711951e-58
morph_gn_1_2gram_psalm,8018,38765,0.17138704230169077,0.2202054274137925,0.5487988154602614,1.7138704488887367e-43
morph_prs_ps_sp_plus_psalm,8018,38765,0.17138704230169077,0.21897643069574374,0.5453299275649522,8.282956896388347e-38
morph_prs_nu_1_2gram_psalm,8018,38765,0.17138704230169077,0.2188052786537294,0.5474152555692038,3.5540967047574366e-41
morph_suffix_1_2gram_psalm,8018,38765,0.17138704230169077,0.2179609759515334,0.5385828278093624,6.150546423584832e-28
morph_vt_1gram_psalm,8018,38765,0.17138704230169077,0.21685074308888744,0.547216151766355,7.55953032985105e-41
morph_prs_nu_1_2_3gram_psalm,8018,38765,0.17138704230169077,0.21666657919572135,0.5439247440710999,1.268028481452222e-35
morph_suffix_1_2_3gram_psalm,8018,38765,0.17138704230169077,0.21628806483782476,0.5328185595694866,9.578080447650926e-21
morph_prs_gn_1_2gram_psalm,8018,38765,0.17138704230169077,0.21606010816539792,0.5367251138826458,1.7056455360081692e-25
morph_prs_ps_1gram_psalm,8018,38765,0.17138704230169077,0.21424171002415732,0.5279524783927251,1.4788454857943612e-15
morph_prs_gn_1_2_3gram_psalm,8018,38765,0.17138704230169077,0.21166788446577434,0.5292246868639461,7.804436013530635e-17
morph_gn_1gram_psalm,8018,38765,0.17138704230169077,0.21102450020444338,0.534337776118785,1.5755318928048464e-22
morph_prs_ps_1_2gram_psalm,8018,38765,0.17138704230169077,0.21006771474511854,0.5197141881559731,1.300201341928651e-08
morph_prs_ps_1_2_3gram_psalm,8018,38765,0.17138704230169077,0.2075678966397518,0.5159233366869597,3.4614850678414916e-06
morph_suffix_1gram,8018,38765,0.17138704230169077,0.19172356922672446,0.5170054369800028,7.87160165273272e-07
morph_prs_nu_sp_plus,8018,38765,0.17138704230169077,0.19138799935259634,0.5112313092652329,0.0007590231712304134
morph_st_sp_plus,8018,38765,0.17138704230169077,0.19017566386449128,0.5108875017023641,0.0010555667795901953
morph_full_all,8018,38765,0.17138704230169077,0.18856966449471624,0.5036620943519413,0.15056604043670285
morph_prs_nu_1gram,8018,38765,0.17138704230169077,0.18802426846240916,0.5203510420269729,4.563300061945759e-09
sp_1gram,8018,38765,0.17138704230169077,0.18793046732483967,0.5086036924465419,0.007564177873390951
morph_prs_gn_1gram,8018,38765,0.17138704230169077,0.18667351929686588,0.516227423226156,2.3039927879955975e-06
morph_prs_gn_sp_plus,8018,38765,0.17138704230169077,0.18638868603832037,0.5040147833246471,0.12848284703714286
morph_ps_1gram,8018,38765,0.17138704230169077,0.18403939277708398,0.512926839736351,0.00013114454617686543
morph_nu_sp_plus,8018,38765,0.17138704230169077,0.18306433277235057,0.4982564976899487,0.6887415365172167
morph_st_1gram,8018,38765,0.17138704230169077,0.1816805540110155,0.5177132536534188,2.8455056148727647e-07
morph_ps_1_2gram,8018,38765,0.17138704230169077,0.1814444497098881,0.5054323148898469,0.06253467623984768
morph_suffix_host_plus_suffix,8018,38765,0.17138704230169077,0.18124083939872904,0.48368245161787243,0.9999979606898933
morph_ps_sp_plus,8018,38765,0.17138704230169077,0.18105977905462767,0.504693576560954,0.09254371230248554
morph_prs_ps_sp_plus,8018,38765,0.17138704230169077,0.18096799930155227,0.4939533701692796,0.9561163084456727
morph_atomic_core,8018,38765,0.17138704230169077,0.17962101217688187,0.49590984775420016,0.8759289361277542
morph_vt_sp_plus,8018,38765,0.17138704230169077,0.17941981919299493,0.4964346793942959,0.842956944542425
morph_vt_1_2gram,8018,38765,0.17138704230169077,0.1785446358848361,0.5007283335183829,0.41853299252364495
morph_st_1_2gram,8018,38765,0.17138704230169077,0.17748177895516543,0.49943930972801204,0.5628952847059515
morph_vs_sp_plus,8018,38765,0.17138704230169077,0.1773106118387696,0.49891465343181635,0.6203701392748604
morph_ps_1_2_3gram,8018,38765,0.17138704230169077,0.17730548949381408,0.49640851615401527,0.8447259064612396
morph_vt_1gram,8018,38765,0.17138704230169077,0.17721594171476002,0.4968922127586206,0.8098920285386326
sp_1_2gram,8018,38765,0.17138704230169077,0.17690274858264707,0.4870104707977282,0.9998776068342072
morph_prs_ps_1gram,8018,38765,0.17138704230169077,0.1766922057950877,0.49227132670052937,0.9854536051164566
morph_vt_1_2_3gram,8018,38765,0.17138704230169077,0.17482177100855223,0.4927873734503661,0.9791508535829722
morph_vs_1_2gram,8018,38765,0.17138704230169077,0.17416915145178402,0.5025348228963872,0.23708260696399092
morph_gn_sp_plus,8018,38765,0.17138704230169077,0.1737389576345127,0.4881340503794233,0.9995965339172218
morph_suffix_1_2gram,8018,38765,0.17138704230169077,0.17355633000411091,0.4875426507950302,0.9997820937837112
morph_vs_1gram,8018,38765,0.17138704230169077,0.17306951244392277,0.5001443530722198,0.4837442917670197
morph_signature_1gram,8018,38765,0.17138704230169077,0.17259607019194229,0.4855746246426001,0.9999768014281842
morph_st_1_2_3gram,8018,38765,0.17138704230169077,0.17210345081879558,0.4850470132386575,0.9999878952148845
morph_nu_1gram,8018,38765,0.17138704230169077,0.1715622001143046,0.488941114917593,0.9991034733268062
morph_vs_1_2_3gram,8018,38765,0.17138704230169077,0.1713585790595723,0.49383248422379455,0.9591956126052381
morph_prs_nu_1_2gram,8018,38765,0.17138704230169077,0.1708916413060726,0.4927955197027506,0.979035220452809
sp_1_2_3gram,8018,38765,0.17138704230169077,0.1701133436298813,0.47442774426957635,0.9999999999997409
morph_prs_gn_1_2gram,8018,38765,0.17138704230169077,0.16993765091489593,0.4841282353322334,0.9999962934016597
morph_nu_1_2gram,8018,38765,0.17138704230169077,0.16718357027766087,0.47892674862186935,0.9999999986603514
morph_signature_1_2gram,8018,38765,0.17138704230169077,0.16675477513657744,0.47360228309983693,0.9999999999999546
morph_suffix_1_2_3gram,8018,38765,0.17138704230169077,0.16637029336923526,0.4746052260782902,0.999999999999626
morph_prs_nu_1_2_3gram,8018,38765,0.17138704230169077,0.16551878558063768,0.48126013998491785,0.9999999392704191
morph_gn_1gram,8018,38765,0.17138704230169077,0.1655053522132135,0.4770722938395704,0.999999999952198
morph_prs_ps_1_2gram,8018,38765,0.17138704230169077,0.1643928828791874,0.4691909957400441,1.0
morph_signature_1_2_3gram,8018,38765,0.17138704230169077,0.16399469776698672,0.46700396344777845,1.0
morph_nu_1_2_3gram,8018,38765,0.17138704230169077,0.16306861123572391,0.4655411127233813,1.0
morph_prs_gn_1_2_3gram,8018,38765,0.17138704230169077,0.16255586223520266,0.4694287411559513,1.0
morph_gn_1_2gram,8018,38765,0.17138704230169077,0.16074903253918796,0.4611782588878364,1.0
morph_gn_1_2_3gram,8018,38765,0.17138704230169077,0.15990031436254576,0.45474980404112675,1.0
morph_prs_ps_1_2_3gram,8018,38765,0.17138704230169077,0.159489544284121,0.46037169142549345,1.0
