model,metric,n_pairs_total,n_pairs_valid,raw_gap,raw_p,raw_effect_size,length_controlled_gap,length_controlled_p,length_controlled_effect_size,length_and_content_controlled_gap,length_and_content_controlled_p,length_and_content_controlled_effect_size,raw_q,raw_q_by,length_controlled_q,length_controlled_q_by,length_and_content_controlled_q,length_and_content_controlled_q_by
homograph_binary,content_distance,11026,11026,0.030886962962222264,0.0021997800219978004,3.1256152071943415,0.03458093565348891,0.0006999300069993001,3.568027925350812,nan,nan,nan,0.003574642535746426,0.019101663667278786,0.0010498950104989501,0.005610278839340621,nan,nan
homograph_binary,structural_distance,11026,11026,0.03836169898348851,9.999000099990002e-05,4.9367750816797145,0.023010494228458675,0.0005999400059994001,3.449352763464593,0.011305381314606698,0.025397460253974602,1.969549418296366,0.0002924707529247075,0.0015628633909591733,0.003396434550093378,0.018149381314364593,0.21225020355107346,1.0
homograph_binary,adjacent_similarity_distance,11026,11026,0.0035071513199660606,0.0598940105989401,1.6028601979166153,0.0029733629273408857,0.0928907109289071,1.3577532358332667,0.0008797337072645807,0.33166683331666835,0.4284507962935578,0.6363327952918995,1.0,0.6574742525747425,1.0,0.9033246208089472,1.0
homograph_binary,step_magnitude_distance,11026,11026,0.0025680396125831936,0.09619038096190381,1.3330790592622284,0.0022941195079652973,0.12258774122587741,1.1899599792837932,0.0005173187497773947,0.38296170382961703,0.287648050607383,1.0,1.0,1.0,1.0,1.0,1.0
homograph_binary,turning_angle_distance,11026,10878,0.004702026709710011,0.15428457154284572,1.1882572566974974,0.004301038792058249,0.17918208179182082,1.0861072862834757,0.0019788512953292994,0.3314668533146685,0.5122929918010535,0.47008424157584244,1.0,0.48531885941840597,1.0,0.5602787547332223,1.0
homograph_binary_psalm,content_distance,11026,11026,0.031772503524589046,9.999000099990002e-05,10.351833686256617,0.03213679222990833,9.999000099990002e-05,10.523435995630274,nan,nan,nan,0.0001827942205779422,0.0009767896193494834,0.00016954826256504785,0.0009060077628748832,nan,nan
homograph_binary_psalm,structural_distance,11026,11026,6.938313505728154e-17,0.23987601239876014,0.706402188092879,-1.194499083429148e-16,0.9745025497450255,-1.9060176336909873,-5.942524376847744e-17,0.8282171782821718,-0.9578308629087091,0.4067462818935498,1.0,0.9995000499950005,1.0,0.9265252720011018,1.0
homograph_binary_psalm,adjacent_similarity_distance,11026,11026,1.3818456207511116e-17,0.11048895110488952,1.23644326975668,9.449318196701092e-18,0.19368063193680632,0.857567851965016,9.244074583435528e-18,0.19838016198380162,0.8389785746693221,0.6363327952918995,1.0,0.6574742525747425,1.0,0.9033246208089472,1.0
homograph_binary_psalm,step_magnitude_distance,11026,11026,0.0,1.0,nan,0.0,1.0,nan,0.0,1.0,nan,1.0,1.0,1.0,1.0,1.0,1.0
homograph_binary_psalm,turning_angle_distance,11026,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
