model,prevalence,point_ap,ap_ci_low,ap_ci_high,ap_ci_low_pct,ap_ci_high_pct,point_gap,gap_ci_low,gap_ci_high,gap_ci_low_pct,gap_ci_high_pct,point_auc,auc_ci_low,auc_ci_high,auc_ci_low_pct,auc_ci_high_pct,n_valid_resamples,n_valid_jackknife
phrase_complexity_core,0.250354609929078,0.3112077087013088,0.2454656478836561,0.40666680064454197,0.2428260117380739,0.40490874090733303,0.27802605815673126,0.13447502829563662,0.4808993782919366,0.12662864324832435,0.46513730383707175,0.6083549304381153,0.5509619069102436,0.6703641322550323,0.5515919839445513,0.6710059550058943,1000,141
phrase_complexity_core_psalm,0.24975391498881433,0.3047259191729176,0.23486064759027955,0.37928875697883513,0.23868859127141823,0.38180089969554154,0.189107442942639,0.07237880161633263,0.3612465756369377,0.06703250953732848,0.34613811743201506,0.5971393105839107,0.5410261737358795,0.6605124621546835,0.5396737607623447,0.6594331989373142,1000,150
phrase_det_1gram,0.250354609929078,0.30021125670836735,0.24835138535520926,0.3673594209699023,0.24804799012899925,0.3667707304233155,0.25667420495384796,0.10338642688133638,0.4376892604351342,0.08892330650318545,0.4283736366998248,0.5818060114984859,0.5384418391817976,0.6344803005412997,0.5361188997844794,0.6307967754446726,1000,141
phrase_det_1gram_psalm,0.24975391498881433,0.2802087154956199,0.22842825981236622,0.33183589497854965,0.23166651913271827,0.3357897010074217,0.19092830715313341,0.04537920356526926,0.3439745183325869,0.04780859491307995,0.3470815270442944,0.5545894433716881,0.516757664997904,0.6014764998183397,0.5158603503129552,0.6007769678216923,1000,150
phrase_full_signature_inventory,0.250354609929078,0.3561504450639613,0.27718748088534,0.4579504659622444,0.27215969794735123,0.4542105856927638,0.35661450072085066,0.1846093366625762,0.5415204479749783,0.16932280371108174,0.5326827824357725,0.6307039205807778,0.575094985712299,0.6880096321531622,0.572456842397409,0.6852901358777526,1000,141
phrase_full_signature_inventory_psalm,0.24975391498881433,0.332578471984468,0.2582794873905698,0.4230527352885065,0.25888825481914784,0.4246173162251829,0.2625514754525305,0.07510971293646516,0.439893993823593,0.07449070000444884,0.4394185134767878,0.6024652235511636,0.5459273730104458,0.662505118018395,0.5445223211675388,0.6607735822119185,1000,150
phrase_function_1_2_3gram,0.250354609929078,0.33824925424169516,0.2659745583026471,0.44379245678531365,0.26145127540637403,0.4378137147683642,0.31789898035400765,0.1575071360287177,0.5040166152923862,0.12132410288587066,0.4868781645061344,0.6102512349088048,0.559599822599161,0.6700831108260045,0.5510236385307464,0.6655412290607873,1000,141
phrase_function_1_2_3gram_psalm,0.24975391498881433,0.32486535211577255,0.24552779388064638,0.407010311620578,0.2557995996609539,0.4184420571813538,0.30478863254085325,0.12256514945922786,0.5006501321661639,0.11520684854934346,0.489385667766716,0.604088660115256,0.5487868992316407,0.6656623067698366,0.5461253729845578,0.6605560389940419,1000,150
phrase_function_1_2gram,0.250354609929078,0.34863010804257466,0.27688332101835644,0.4571409279204453,0.2721903026255423,0.4447984902238297,0.3192564626237109,0.16378338031947642,0.5007762083399915,0.13723900598710884,0.4840352098395696,0.6150578498663972,0.5630417605659707,0.6734463645091596,0.5585946482360653,0.6685413034838307,1000,141
phrase_function_1_2gram_psalm,0.24975391498881433,0.3335361492904111,0.2538659699477468,0.419770803730531,0.2614875875745339,0.42430382621594936,0.2932541015152803,0.13137248508378035,0.48048975358693047,0.11469006737323914,0.46252211055861664,0.6058079951643915,0.5547179801960395,0.6646904616859555,0.5521007879883508,0.6612213570785368,1000,150
phrase_function_1gram,0.250354609929078,0.35388716883136506,0.2826935582190713,0.4550799589907299,0.27953498185949766,0.4446178666811511,0.31720158580171914,0.1747935039993421,0.4876203153906584,0.15938983621223002,0.4747402837321603,0.6234410799276199,0.5720363928504034,0.6782984317311012,0.5707149344252269,0.676300198697684,1000,141
phrase_function_1gram_psalm,0.24975391498881433,0.3412251806159638,0.2639186645440505,0.42588504089754964,0.2657903921303366,0.42908170464401135,0.2642655535706062,0.11459291767913043,0.45076800804187983,0.09809722669211597,0.4300850472308105,0.6050379440048574,0.5564513525285624,0.6636298366047659,0.5532889532970604,0.6593216847548438,1000,150
phrase_marginal_typ_function,0.250354609929078,0.3567816811316893,0.28200559785885493,0.46109469347250376,0.2779916658190973,0.4485918918709231,0.33717280424765117,0.17441915646630524,0.5129943302086707,0.16242687546140128,0.5019181264665441,0.627444541298607,0.5749795386616544,0.684248698054123,0.5711427458800543,0.6803781519207385,1000,141
phrase_marginal_typ_function_psalm,0.24975391498881433,0.34287247617009614,0.26198402799778464,0.4280518033353617,0.2651303322774135,0.4319374290264937,0.28147909511340174,0.1313258845672603,0.4782223239413523,0.1131166154023725,0.4526958248122403,0.6090472186362381,0.5600251467128088,0.6662613117423287,0.5571060362930712,0.6626891897768368,1000,150
phrase_rela_1gram,0.250354609929078,0.276644271197076,0.22368391470531462,0.3484088367308516,0.22325422781292972,0.34520935741833575,0.17626403269525956,0.04010921566235146,0.40119634836238127,0.013217853903319745,0.36448790864119585,0.5526802352073894,0.5089539621845551,0.6119867946421284,0.5034477989599182,0.605418431372513,1000,141
phrase_rela_1gram_psalm,0.24975391498881433,0.26200682292632815,0.2121435939954073,0.32065498226046263,0.2121790911665531,0.32077161945709265,0.20157992123125001,0.060275299543997976,0.51467123001404,0.031878909767559936,0.42020252015590437,0.5307781144956116,0.4911974768820217,0.5799241304337248,0.4893180189036845,0.5778784338392651,1000,150
phrase_signature_1_2_3gram,0.250354609929078,0.3443282404297444,0.26634277758703,0.4505979333937686,0.26402326350814875,0.4463357464650247,0.35720074664092016,0.1606613742580222,0.5523293403451994,0.15129488521904016,0.5422861570056966,0.6224095712453951,0.5628472437229238,0.6817252637159746,0.5599369783141959,0.676763365361135,1000,141
phrase_signature_1_2_3gram_psalm,0.24975391498881433,0.3291481610085206,0.2484771035882614,0.41209642627438536,0.2565130380465442,0.4281038992398358,0.3156629647300991,0.11568121919608336,0.525221850970368,0.1108740113937471,0.5128977095630739,0.6084616139390243,0.5489039263908035,0.6736018105357826,0.5469392878295883,0.6694180152896347,1000,150
phrase_signature_1_2gram,0.250354609929078,0.3541186363043094,0.27479157996602105,0.4623353776785065,0.271515571246012,0.45495812773745087,0.35796062917448446,0.18746642997801355,0.5489910202122931,0.16192578796337645,0.5331967061030604,0.6270717345125608,0.5696176487805832,0.6826161191814241,0.5663954373706518,0.6793769849363621,1000,141
phrase_signature_1_2gram_psalm,0.24975391498881433,0.33895802517441886,0.2577740977625199,0.42545550146517286,0.26433941376794085,0.43936894565199414,0.3034401362551052,0.115740443158887,0.4931132409557261,0.10692097883503536,0.4869842419813514,0.6117959666567292,0.5545999384476422,0.6758614409192802,0.5519888937886163,0.6691356323791126,1000,150
phrase_signature_inventory,0.250354609929078,0.3566470558023646,0.2781233825754829,0.4576271404756346,0.276159860538356,0.4529968124267414,0.3448749842622527,0.1858173414607943,0.5229356073638902,0.173790578545999,0.5112930942545825,0.6299842328327151,0.5778261194332075,0.6830595439795336,0.5762104284111236,0.6806315570661918,1000,141
phrase_signature_inventory_psalm,0.24975391498881433,0.3445337231888075,0.2660874389865616,0.4365948811453539,0.26834545442124225,0.4388006120198725,0.2703505817963356,0.0997551483850471,0.4562386111760398,0.09079766128821305,0.4392648769852955,0.6084824261325252,0.5575340543174419,0.6703691194045185,0.553805429934728,0.6664001106857884,1000,150
phrase_signature_posmean,0.24975391498881433,0.275824296651701,0.2210640960345046,0.3359828897360623,0.2247503575181962,0.34206888475054975,0.1527745371876998,0.02117723515940307,0.29088312007406447,0.021276269386103972,0.29089575220597763,0.5476913764526654,0.5086511482782322,0.5892985939480287,0.5101391859574963,0.5907499427017511,1000,150
phrase_subphrase_rela_1gram_psalm,0.2478686740431707,0.24805521852959087,0.2101341587873922,0.29533189740753985,0.21003429930559947,0.2946573641906747,0.07719652581089297,-0.042747522392380326,0.2441082062524183,-0.0527300527491689,0.23189557956978746,0.5062905781214889,0.47539321286169783,0.5446981727136538,0.47336987097870303,0.5425086408778307,1000,149
phrase_typ_1_2_3gram,0.250354609929078,0.3320016709019235,0.25824368755866317,0.42958444441919424,0.2575125869899471,0.42029089886650234,0.2983548603373089,0.11910931000400106,0.4768081573774316,0.10842023864961918,0.47132639595366527,0.606586012558491,0.5509914831679749,0.6614112308594077,0.5507256812760463,0.6610453023200188,1000,141
phrase_typ_1_2_3gram_psalm,0.24975391498881433,0.3192509438164177,0.24376087685395254,0.3956324625374092,0.25087905995563414,0.40309814357319707,0.28179678713787126,0.10022876158781878,0.45635066312653977,0.10008719875213332,0.45531448462859453,0.5992084357845966,0.5462174878759866,0.6573203793792703,0.5454604193860956,0.6562611896799098,1000,150
phrase_typ_1_2gram,0.250354609929078,0.32827023090800084,0.25752170350599335,0.41784863172392595,0.25578666994641674,0.4169419131399167,0.2880533982611515,0.11326985535027505,0.45926111317389345,0.11305648866621679,0.459237875477129,0.6035281874146096,0.5491144005457491,0.6530123775532883,0.5492060861502187,0.6537832112508521,1000,141
phrase_typ_1_2gram_psalm,0.24975391498881433,0.31749295730951216,0.2470879171751575,0.39530387235889275,0.250530867777155,0.400000244561649,0.2613094653268425,0.0995974258145108,0.42556934600767776,0.09581356617631392,0.42329928603507677,0.5936176908602077,0.5457852541010357,0.6482682521566654,0.5445062654322705,0.6451178187700106,1000,150
phrase_typ_1gram,0.250354609929078,0.3199532169630928,0.2535135213018519,0.41042957048293666,0.24981897243185824,0.40615243740383605,0.27687626838166085,0.11016510573537272,0.44778467281598044,0.10889739803283223,0.4459883635509223,0.5998386801152047,0.5503249618924161,0.6518753779472392,0.548821655750217,0.6489970274602396,1000,141
