model,n_pairs,mean_true_similarity,median_true_similarity,std_true_similarity,background_mean,background_std,background_n_vectors,calibrated_effect_size,n_pairs_Antithetic,mean_true_similarity_Antithetic,calibrated_effect_size_Antithetic,n_pairs_Emblematic,mean_true_similarity_Emblematic,calibrated_effect_size_Emblematic,n_pairs_Staircase,mean_true_similarity_Staircase,calibrated_effect_size_Staircase,n_pairs_Synonymous,mean_true_similarity_Synonymous,calibrated_effect_size_Synonymous,n_pairs_Synthetic,mean_true_similarity_Synthetic,calibrated_effect_size_Synthetic
homograph_icf_position_mean_psalm,1110,1.0,1.0,1.4043333874306804e-16,0.15281547605991364,0.11608525365591049,3416,7.297951266499661,48,1.0,7.297951266499661,26,1.0,7.297951266499661,27,1.0,7.297951266499661,495,1.0,7.297951266499661,514,1.0,7.297951266499661
lexeme_icf_position8_psalm,1110,1.0,1.0,1.2819751242557092e-16,0.12716254591941833,0.12241451442241669,3416,7.1301794415380755,48,1.0,7.1301794415380755,26,1.0,7.1301794415380755,27,1.0,7.1301794415380755,495,1.0,7.1301794415380755,514,1.0,7.1301794415380755
word_vocalized_icf_position2_psalm,1110,1.0,1.0,1.4479372312318562e-16,0.13151311874389648,0.12276912480592728,3416,7.074147369128863,48,1.0,7.074147369128863,26,1.0,7.074147369128863,27,1.0,7.074147369128863,495,1.0,7.074147369128863,514,1.0,7.074147369128863
homograph_icf_position8_psalm,1110,1.0,1.0,1.1067167847960937e-16,0.13615481555461884,0.12241224199533463,3416,7.056852896120504,48,1.0,7.056852896120504,26,1.0,7.056852896120504,27,1.0,7.056852896120504,495,1.0,7.056852896120504,514,1.0,7.056852896120504
word_consonantal_icf_position4_psalm,1110,1.0,1.0,1.3038761329235065e-16,0.1411975473165512,0.12302476167678833,3416,6.980728440179398,48,1.0,6.980728440179398,26,1.0,6.980728440179398,27,1.0,6.980728440179398,495,1.0,6.980728440179398,514,1.0,6.980728440179398
lexeme_icf_position4_psalm,1110,1.0,1.0,1.2991836140333996e-16,0.19384877383708954,0.123989537358284,3416,6.501768159949101,48,1.0,6.501768159949101,26,1.0,6.501768159949101,27,1.0,6.501768159949101,495,1.0,6.501768159949101,514,1.0,6.501768159949101
homograph_icf_position4_psalm,1110,1.0,1.0,1.4086756795257032e-16,0.20705121755599976,0.12401310354471207,3416,6.394072559905801,48,1.0,6.394072559905801,26,1.0,6.394072559905801,27,1.0,6.394072559905801,495,1.0,6.394072559905801,514,1.0,6.394072559905801
word_consonantal_icf_position2_psalm,1110,1.0,1.0,1.45673006619304e-16,0.21501293778419495,0.1256023794412613,3416,6.2497785926333425,48,1.0,6.2497785926333425,26,1.0,6.2497785926333425,27,1.0,6.2497785926333425,495,1.0,6.2497785926333425,514,1.0,6.2497785926333425
lexeme_icf_position2_psalm,1110,1.0,1.0,1.364224194788532e-16,0.28498706221580505,0.1260717213153839,3416,5.6714775551886225,48,1.0,5.6714775551886225,26,1.0,5.6714775551886225,27,1.0,5.6714775551886225,495,1.0,5.6714775551886225,514,1.0,5.6714775551886225
homograph_icf_position2_psalm,1110,1.0,1.0,1.413004627424084e-16,0.3022784888744354,0.12571348249912262,3416,5.550092935580192,48,1.0,5.550092935580192,26,1.0,5.550092935580192,27,1.0,5.550092935580192,495,1.0,5.550092935580192,514,1.0,5.550092935580192
word_cantillation_icf_position8,1110,0.02590301816894443,0.0,0.10820330333215925,0.0005857128999195993,0.00977405346930027,3416,2.590256473278462,48,0.02449395979167802,2.4460933190976317,26,0.13145589780370157,13.389550744206337,27,0.013680900481768532,1.3397908680344497,495,0.020771012976968314,2.065192311506128,514,0.02627967124129274,2.628792488405794
word_consonantal_icf_position8,1110,0.05229638502206293,0.0,0.12556922427085682,0.0022110813297331333,0.019482629373669624,3416,2.570767155280337,48,0.060935044369741655,3.0141703110860774,26,0.13557839055353366,6.84544712450588,27,0.13605986228461256,6.8701599967699085,495,0.045426742163087855,2.2181636782435437,514,0.049492633147738045,2.4268568123512613
lexeme_icf_position8,1110,0.06529242262912284,0.0,0.1372215888181039,0.003383766859769821,0.02477595955133438,3416,2.4987389748147515,48,0.0876779795933817,3.4022582479180694,26,0.13162538841732951,5.176050650706397,27,0.1485239190091738,5.858104177506499,495,0.05972785092025809,2.2741433664252853,514,0.060833373502369684,2.3187641440714954
homograph_icf_position8,1110,0.06735411521590434,0.0,0.13858015938867366,0.003673109458759427,0.026111822575330734,3416,2.4387805781626226,48,0.08676238461009204,3.1820557493306345,26,0.13083502890227017,4.869898264537365,27,0.16120174047784774,6.032847020334545,495,0.06161906440012881,2.219146318653149,514,0.06292388872751897,2.26911695259208
word_vocalized_icf_position8,1110,0.03803860296949604,0.0,0.11711205412642925,0.0011535645462572575,0.015147118829190731,3416,2.4351191034532502,48,0.032922404233073736,2.0973519812621553,26,0.1310902877588992,8.578312791884533,27,0.08777184487570039,5.718465756175157,495,0.031972253185591076,2.0346238110934776,514,0.03703914644496146,2.3691358273064704
word_consonantal_icf_position4,1110,0.05687404930299441,0.0,0.12595007206719314,0.004028407856822014,0.023516908288002014,3416,2.2471338833741794,48,0.060935044369741655,2.419817937630542,26,0.136876794758523,5.649058340269937,27,0.13802036068508483,5.697685732636189,495,0.05230283486472507,2.052753976700754,514,0.05258767108233149,2.064865952225689
