model,n_true,n_baseline,prevalence,average_precision,true_effect_size,baseline_effect_size,gap,separation_auc,separation_p
word_consonantal_icf_position2_psalm,2392,331,0.8784428938670584,0.8856237958733414,7.800888252475562,7.800888252475562,0.0,0.5200965706433328,0.09580840692218134
word_consonantal_icf_position4_psalm,2392,331,0.8784428938670584,0.8849642727771563,9.019470948600455,9.019470948600455,0.0,0.5242468601279189,0.05194562653835438
homograph_icf_spacing4_psalm,2392,331,0.8784428938670584,0.8844590248734465,1.014720973845075,1.014720973845075,0.0,0.5199096434236983,0.08489434521917955
lexeme_icf_position2_psalm,2392,331,0.8784428938670584,0.8842655941508134,6.854303279546645,6.854303279546645,0.0,0.5131568976144045,0.182514866962538
word_vocalized_icf_position4_psalm,2392,331,0.8784428938670584,0.8840633285212082,9.82431748591767,9.82431748591767,0.0,0.5212465519506108,0.06393534158922878
word_vocalized_binary_psalm,2392,331,0.8784428938670584,0.883125011087522,9.578285881283618,9.578285881283618,0.0,0.5169175448877932,0.13874236179404914
word_cantillation_icf_spacing8_psalm,2392,331,0.8784428938670584,0.8813748877527954,1.7039293910068334,1.7039293910068334,0.0,0.5161426810415383,0.1377285128364097
homograph_log_count_psalm,2392,331,0.8784428938670584,0.8809556947100609,6.552195096078075,6.552195096078075,0.0,0.5052453293455527,0.3547952366288487
word_consonantal_icf_spacing2_psalm,2392,331,0.8784428938670584,0.8806650900055862,0.6344047318185183,0.6344047318185183,0.0,0.5108525144237084,0.21450181244541938
word_vocalized_log_count_psalm,2392,331,0.8784428938670584,0.8800219573778174,8.001033450578419,8.001033450578419,0.0,0.5020858804272045,0.4462757732490861
word_cantillation_icf_position_mean_psalm,2392,331,0.8784428938670584,0.8796048514294829,10.225243097937716,10.225243097937716,0.0,0.5044938314017521,0.38712312574845464
homograph_icf_position4_psalm,2392,331,0.8784428938670584,0.8794254244146784,8.049950335161576,8.049950335161576,0.0,0.4986037294506361,0.5360406128246974
word_cantillation_icf_spacing4_psalm,2392,331,0.8784428938670584,0.8792672673817974,1.2143623876530225,1.2143623876530225,0.0,0.507885676322889,0.2979626298435608
word_consonantal_icf_spacing4_psalm,2392,331,0.8784428938670584,0.8787985965592356,1.0216844122134996,1.0216844122134996,0.0,0.503881265850923,0.4007270620695721
lexeme_binary_psalm,2392,331,0.8784428938670584,0.8786557666413911,8.56211044849806,8.56211044849806,0.0,0.4960271650718912,0.5991340300768736
lexeme_count_psalm,2392,331,0.8784428938670584,0.8786106970592178,2.847502774036145,2.847502774036145,0.0,0.5035895078256828,0.4053907258455618
