model,metric,source,genre,gap,p_perm,p_maxT,perm_q,perm_q_by,maxT_q,maxT_q_by
homograph_binary,content_distance,raw,Hymn,-0.016676716307267858,0.775022497750225,1.0,0.9236819907752815,1.0,1.0,1.0
homograph_binary,content_distance,raw,Lament,0.038672138230430086,0.0040995900409959,0.4243575642435756,0.012572076125720762,0.06417327221742876,0.8599606705996068,1.0
homograph_binary,content_distance,raw,Praise,0.014395557408457882,0.1782821717828217,0.9367063293670633,0.27317429547367844,1.0,1.0,1.0
homograph_binary,content_distance,raw,Royal,0.04554511199561617,0.056194380561943806,0.31196880311968805,0.24503596152012708,1.0,1.0,1.0
homograph_binary,content_distance,raw,Thanksgiving,0.09712411335687388,0.0016998300169983002,0.009499050094990502,0.0090768700907687,0.04572351358155039,0.045552201536603096,0.2294630951859314
homograph_binary,content_distance,raw,Trust,-0.007279887732925983,0.5585441455854414,1.0,0.9136062003555743,1.0,1.0,1.0
homograph_binary,content_distance,raw,Wisdom,0.09964620627108078,0.0008999100089991,0.0072992700729927005,0.0015891268016055536,0.008059192201576788,0.011200604077523282,0.05680340986214812
homograph_binary,content_distance,length_controlled,Hymn,-0.009533726606869505,0.6592340765923408,1.0,0.8080854252237113,1.0,1.0,1.0
homograph_binary,content_distance,length_controlled,Lament,0.04184467873589097,0.0014998500149985001,0.3625637436256374,0.0029997000299970002,0.015311756361528601,0.6381435930481025,1.0
homograph_binary,content_distance,length_controlled,Praise,0.015674982089869848,0.1546845315468453,0.9159084091590841,0.2332544523325445,1.0,1.0,1.0
homograph_binary,content_distance,length_controlled,Royal,0.04306597371999889,0.0634936506349365,0.34236576342365765,0.28531086285310864,1.0,1.0,1.0
homograph_binary,content_distance,length_controlled,Thanksgiving,0.09772870314187931,0.0014998500149985001,0.007699230076992301,0.007103637462340723,0.03578361932469161,0.034969836349698365,0.1761558523247099
homograph_binary,content_distance,length_controlled,Trust,-0.0029784557946906758,0.5149485051494851,1.0,0.8553490329979349,1.0,1.0,1.0
homograph_binary,content_distance,length_controlled,Wisdom,0.08506396026376037,0.003999600039996,0.0245975402459754,0.006356507206422214,0.03223676880630715,0.03530937228857759,0.1790700512401965
homograph_binary,structural_distance,raw,Hymn,0.06261564488730226,0.0004999500049995,0.05829417058294171,0.0014373562643735626,0.007336883256565788,0.19128675367757345,0.9764096870384965
homograph_binary,structural_distance,raw,Lament,0.045542506788549375,0.00019998000199980003,0.2141785821417858,0.0006344193166890208,0.0032383484718635207,0.7962813474750087,1.0
homograph_binary,structural_distance,raw,Praise,-0.006011749013655476,0.6781321867813219,1.0,0.8190292081902921,1.0,1.0,1.0
homograph_binary,structural_distance,raw,Royal,0.011427844741599857,0.3243675632436756,0.9479052094790521,0.6808658756765833,1.0,1.0,1.0
homograph_binary,structural_distance,raw,Thanksgiving,0.04363774199684162,0.06229377062293771,0.24227577242275772,0.20752591407525914,1.0,0.7683584582718199,1.0
homograph_binary,structural_distance,raw,Trust,0.0306608610567235,0.19818018198180182,0.5023497650234976,0.3811360799403931,1.0,1.0,1.0
homograph_binary,structural_distance,raw,Wisdom,-0.003763402608178923,0.5522447755224478,1.0,0.9215346322510606,1.0,1.0,1.0
homograph_binary,structural_distance,length_controlled,Hymn,0.03292681359776944,0.020597940205979402,0.32356764323567644,0.04986869734079224,0.2545512338277983,0.7397406600803336,1.0
homograph_binary,structural_distance,length_controlled,Lament,0.032356288723502415,0.0007999200079992001,0.33486651334866513,0.00551944805519448,0.02817363170521263,1.0,1.0
homograph_binary,structural_distance,length_controlled,Praise,-0.011329497618554882,0.861013898610139,1.0,0.9638369496383695,1.0,1.0,1.0
homograph_binary,structural_distance,length_controlled,Royal,0.02173203403703195,0.15028497150284972,0.6227377262273772,0.5072492750724928,1.0,1.0,1.0
homograph_binary,structural_distance,length_controlled,Thanksgiving,0.04112484965354152,0.046795320467953205,0.18638136186381363,0.18763323667633236,0.945177220752091,0.7082251774822518,1.0
homograph_binary,structural_distance,length_controlled,Trust,0.012782564646670744,0.33926607339266074,0.8803119688031197,0.5761423857614238,1.0,1.0,1.0
homograph_binary,structural_distance,length_controlled,Wisdom,0.0568456504203672,0.007899210078992101,0.054594540545945404,0.03893360663933607,0.19745020893863133,0.2229862728012913,1.0
homograph_binary,structural_distance,length_and_content_controlled,Hymn,0.036155520126380056,0.006299370062993701,0.20107989201079893,0.045484340454843404,0.2321715946077707,0.9456654334566543,1.0
homograph_binary,structural_distance,length_and_content_controlled,Lament,0.018185105408398967,0.013298670132986702,0.652934706529347,0.09889011098890112,0.5047775680517262,1.0,1.0
homograph_binary,structural_distance,length_and_content_controlled,Praise,-0.01663801118269367,0.9754024597540246,1.0,1.0,1.0,1.0,1.0
homograph_binary,structural_distance,length_and_content_controlled,Royal,0.007147245082583983,0.3418658134186581,0.9622037796220378,0.6909084953573609,1.0,1.0,1.0
homograph_binary,structural_distance,length_and_content_controlled,Thanksgiving,0.008027896606960867,0.3444655534446555,0.9492050794920508,0.7288943832889438,1.0,1.0,1.0
homograph_binary,structural_distance,length_and_content_controlled,Trust,0.013791253071045752,0.30286971302869714,0.8009199080091991,0.5594600539946005,1.0,1.0,1.0
homograph_binary,structural_distance,length_and_content_controlled,Wisdom,0.02803775869259772,0.08089191080891911,0.36296370362963704,0.35489651034896513,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,raw,Hymn,0.001050700785966155,0.45645435456454353,0.9995000499950005,1.0,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,raw,Lament,0.009154000300899516,0.0007999200079992001,0.24927507249275072,0.00873912608739126,0.04460825019991999,1.0,1.0
homograph_binary,adjacent_similarity_distance,raw,Praise,-0.009891382481904576,0.9994000599940006,1.0,1.0,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,raw,Royal,0.00716852317736473,0.10238976102389762,0.46965303469653036,0.7109400171094002,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,raw,Thanksgiving,0.005081434493761881,0.22197780221977803,0.7623237676232377,0.587175244739677,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,raw,Trust,0.019362937288029257,0.0017998200179982,0.0023997600239976003,0.006306036063060361,0.03176580943560343,0.009153923317345686,0.046111658858134
homograph_binary,adjacent_similarity_distance,raw,Wisdom,0.004594075080919642,0.25037496250374963,0.824017598240176,0.5083171682831717,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_controlled,Hymn,1.9572376743420133e-05,0.5495450454954505,1.0,1.0,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_controlled,Lament,0.008696027269745886,0.0010998900109989002,0.28687131286871315,0.006493468300228801,0.033145449064956034,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_controlled,Praise,-0.010076074213490173,0.9996000399960004,1.0,1.0,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_controlled,Royal,0.007526399922761394,0.08899110088991101,0.42355764423557646,0.7226077392260774,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_controlled,Thanksgiving,0.004994158754975603,0.22977702229777022,0.7766223377662234,0.5291245069041484,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_controlled,Trust,0.018742002797306825,0.0018998100189981002,0.0023997600239976003,0.005930441438614759,0.02987380197705651,0.00831250208312502,0.04187311243784088
homograph_binary,adjacent_similarity_distance,length_controlled,Wisdom,0.0066990995537373355,0.13388661133886612,0.5295470452954705,0.5967006747601102,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_and_content_controlled,Hymn,0.0005966310095088332,0.4854514548545146,0.9998000199980002,1.0,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_and_content_controlled,Lament,0.006163247162289265,0.014798520147985201,0.5816418358164184,0.058024966734095816,0.2961843333112097,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_and_content_controlled,Praise,-0.011024851549613163,0.9999000099990001,1.0,1.0,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_and_content_controlled,Royal,0.0049196971151059705,0.20527947205279473,0.7489251074892511,0.7725698858685559,1.0,1.0,1.0
homograph_binary,adjacent_similarity_distance,length_and_content_controlled,Thanksgiving,-0.0009211767840449426,0.5994400559944005,1.0,0.8000994018245234,1.0,1.0,1.0
