model,n_pairs,mean_true_similarity,median_true_similarity,std_true_similarity,background_mean,background_std,background_n_vectors,calibrated_effect_size,n_pairs_Antithetic,mean_true_similarity_Antithetic,calibrated_effect_size_Antithetic,n_pairs_Emblematic,mean_true_similarity_Emblematic,calibrated_effect_size_Emblematic,n_pairs_Staircase,mean_true_similarity_Staircase,calibrated_effect_size_Staircase,n_pairs_Synonymous,mean_true_similarity_Synonymous,calibrated_effect_size_Synonymous,n_pairs_Synthetic,mean_true_similarity_Synthetic,calibrated_effect_size_Synthetic
gemini_embedding_2_cantillation,1110,0.799843966960907,0.7948295474052429,0.05138939246535301,0.739879846572876,0.033959075808525085,3416,1.7657759806578015,48,0.7874166965484619,1.3998275525405284,26,0.8207225799560547,2.3805928594465446,27,0.8220338225364685,2.4192052936543282,495,0.8072420358657837,1.983628461290372,514,0.7916581630706787,1.5247269033394693
harrier_oss_v1_27b_cantillation,1110,0.7904379963874817,0.787531316280365,0.05312322825193405,0.7240672707557678,0.037802670150995255,3416,1.7557152806034386,48,0.7655465006828308,1.0972566160375032,26,0.8179374933242798,2.483163813391118,27,0.8124508857727051,2.338025717863486,495,0.8018527030944824,2.0576703187371725,514,0.7792223691940308,1.4590265242628857
f2llm_v2_14b_cantillation,1110,0.4093068838119507,0.3947930335998535,0.15706650912761688,0.24092324078083038,0.09723865240812302,3416,1.7316533997652774,48,0.34268757700920105,1.0465420252972324,26,0.4761717617511749,2.4192902219888497,27,0.4198414385318756,1.839990511181734,495,0.4558180868625641,2.209973511148557,514,0.36680057644844055,1.2945195408435624
f2llm_v2_14b_vocalized,1110,0.3837975859642029,0.36470291018486023,0.15518729388713837,0.228959321975708,0.09802388399839401,3416,1.5795973151913842,48,0.32317841053009033,0.9611850164591109,26,0.4256383180618286,2.0064395335461604,27,0.40480247139930725,1.7938806569476495,495,0.42597854137420654,2.0099103541104983,514,0.3456169664859772,1.1900940847455141
kalm_embedding_gemma3_12b_2511_cantillation,1110,0.7825220823287964,0.7806777954101562,0.05990280583500862,0.7079238891601562,0.04987620562314987,3416,1.4956669665748519,48,0.7511747479438782,0.8671641766519461,26,0.803399920463562,1.9142601188389297,27,0.7918625473976135,1.6829399347591396,495,0.7977803349494934,1.8015894486494497,514,0.7692084908485413,1.2287342415626734
kalm_embedding_gemma3_12b_2511_vocalized,1110,0.7979247570037842,0.7966116070747375,0.05559353530406952,0.7331280708312988,0.048854704946279526,3416,1.326314144026365,48,0.7681484222412109,0.7168265870896237,26,0.8145650029182434,1.666920968543201,27,0.8103538155555725,1.5807227739721457,495,0.8103768229484558,1.5811937090214638,514,0.7872189879417419,1.107179281297908
harrier_oss_v1_27b_vocalized,1110,0.7950238585472107,0.7922569513320923,0.05021929368376732,0.7429796457290649,0.04094884544610977,3416,1.2709567815932175,48,0.7712327837944031,0.689961774441732,26,0.8200559020042419,1.8822571292421972,27,0.8188555836677551,1.852944499706244,495,0.8032580614089966,1.4720418859979902,514,0.7867976427078247,1.0700667259697445
bge_multilingual_gemma2_cantillation,1110,0.6290943026542664,0.6201800107955933,0.08498788625001907,0.5526131987571716,0.0608479306101799,3416,1.256922020685768,48,0.6070556044578552,0.8947289604549894,26,0.6524080038070679,1.64006900562039,27,0.6851999759674072,2.178985807416329,495,0.640225350856781,1.4398542599730055,514,0.6163063049316406,1.046758789259681
gemini_embedding_2_vocalized,1110,0.7725813388824463,0.7710934281349182,0.059876948595047,0.7210758924484253,0.04189470410346985,3416,1.2294023203222757,48,0.7637421488761902,1.0184164643433093,26,0.7955396175384521,1.7774018622048113,27,0.7830491662025452,1.479262715427248,495,0.7804057598114014,1.4161662824123442,514,0.7641603946685791,1.0283997259831563
berel_consonantal,1110,0.6880285739898682,0.685548722743988,0.06397897005081177,0.6189537644386292,0.05984451621770859,3416,1.1542379137956686,48,0.6762496829032898,0.9574130110138014,26,0.7122034430503845,1.5581992220059397,27,0.7227294445037842,1.7340883780834504,495,0.6928563117980957,1.2349092620385835,514,0.6814336776733398,1.044037401980405
