model,n_same_genre,n_different_genre,prevalence,average_precision,separation_auc,separation_p
word_vocalized_tf_icf_psalm,20198,120011,0.14405637298604226,0.20285654299350298,0.59807825204233,0.0
word_consonantal_tf_icf_psalm,20198,120011,0.14405637298604226,0.20228635431445516,0.5950935846773375,0.0
lexeme_tf_icf_psalm,20198,120011,0.14405637298604226,0.20034087060576128,0.5954291634647488,0.0
word_vocalized_icf_position2_psalm,20198,120011,0.14405637298604226,0.20011741056872967,0.5947411656258472,0.0
word_vocalized_icf_position4_psalm,20198,120011,0.14405637298604226,0.19941462547343092,0.5928672547773163,0.0
word_consonantal_icf_position4_psalm,20198,120011,0.14405637298604226,0.19933456027008173,0.598475268368908,0.0
homograph_tf_icf_psalm,20198,120011,0.14405637298604226,0.19850784379044803,0.5923355994657812,0.0
word_consonantal_icf_position8_psalm,20198,120011,0.14405637298604226,0.19848744651922257,0.5937464180068737,0.0
word_consonantal_icf_position2_psalm,20198,120011,0.14405637298604226,0.19842541166113298,0.5980228772540093,0.0
word_consonantal_icf_psalm,20198,120011,0.14405637298604226,0.1978339254399174,0.5856935642453391,0.0
homograph_icf_psalm,20198,120011,0.14405637298604226,0.19750746220056997,0.5894360606144687,0.0
word_vocalized_log_count_psalm,20198,120011,0.14405637298604226,0.19744259129776237,0.5894649599606091,0.0
lexeme_icf_psalm,20198,120011,0.14405637298604226,0.19702233181188972,0.5897654920794554,0.0
word_vocalized_count_psalm,20198,120011,0.14405637298604226,0.1968847607580837,0.583923613938386,0.0
lexeme_icf_position4_psalm,20198,120011,0.14405637298604226,0.1968635976596021,0.5942808082807612,0.0
word_cantillation_icf_position2_psalm,20198,120011,0.14405637298604226,0.19668917508454037,0.5891880701360503,0.0
lexeme_icf_position8_psalm,20198,120011,0.14405637298604226,0.1966507449773353,0.591708549063433,0.0
homograph_icf_position4_psalm,20198,120011,0.14405637298604226,0.1960271532771137,0.5929371038882283,0.0
word_cantillation_count_psalm,20198,120011,0.14405637298604226,0.19586095634010636,0.5815882215615861,1.4249523879351494e-302
word_cantillation_icf_position4_psalm,20198,120011,0.14405637298604226,0.1957611315511565,0.5871052773887185,0.0
homograph_icf_position8_psalm,20198,120011,0.14405637298604226,0.19570828504745685,0.5908408364131132,0.0
word_vocalized_icf_position8_psalm,20198,120011,0.14405637298604226,0.19570828357641978,0.5845030016553199,0.0
homograph_icf_position_mean_psalm,20198,120011,0.14405637298604226,0.19519279093958525,0.5855599830239346,0.0
lexeme_log_count_psalm,20198,120011,0.14405637298604226,0.19493802744881616,0.5832657501906765,0.0
homograph_binary_psalm,20198,120011,0.14405637298604226,0.19485687268635724,0.5811618964386627,1.9081067384230677e-299
lexeme_icf_position2_psalm,20198,120011,0.14405637298604226,0.1948111186481129,0.5912019353964079,0.0
word_cantillation_tf_icf_psalm,20198,120011,0.14405637298604226,0.19441634006570713,0.5859579704797648,0.0
homograph_icf_position2_psalm,20198,120011,0.14405637298604226,0.194133980897066,0.5896657180373048,0.0
homograph_log_count_psalm,20198,120011,0.14405637298604226,0.1938173223626603,0.5816833726324534,2.8478625170148934e-303
word_consonantal_count_psalm,20198,120011,0.14405637298604226,0.19360506991100196,0.5821375970941648,1.2556618560631923e-306
word_vocalized_icf_psalm,20198,120011,0.14405637298604226,0.19357107159713133,0.5825756089779304,7.03947268949123e-310
lexeme_binary_psalm,20198,120011,0.14405637298604226,0.1933400922471397,0.5795815554053138,5.409445874200484e-288
lexeme_icf_position_mean_psalm,20198,120011,0.14405637298604226,0.19313679096082015,0.5851333373541,0.0
word_cantillation_icf_position8_psalm,20198,120011,0.14405637298604226,0.19277659365523214,0.5819867137653518,1.6398729484905894e-305
word_cantillation_log_count_psalm,20198,120011,0.14405637298604226,0.19161012768344154,0.5772986832166387,7.612731567478431e-272
word_consonantal_log_count_psalm,20198,120011,0.14405637298604226,0.1908982010971201,0.5808986201630398,1.6084022412932932e-297
word_consonantal_icf_position_mean_psalm,20198,120011,0.14405637298604226,0.19013841933451903,0.5753809554205394,1.2100228912201162e-258
homograph_count_psalm,20198,120011,0.14405637298604226,0.1885323667853223,0.5732680677737227,1.7498320831262075e-244
lexeme_count_psalm,20198,120011,0.14405637298604226,0.18777590975165476,0.5732183718637885,3.725388445688846e-244
word_vocalized_icf_position_mean_psalm,20198,120011,0.14405637298604226,0.18668233822309452,0.5734069961879068,2.1148157499293157e-245
word_cantillation_icf_psalm,20198,120011,0.14405637298604226,0.18426191746482098,0.5680635012490591,2.5868117494549817e-211
lexeme_icf_spacing8_psalm,20198,120011,0.14405637298604226,0.18386833281408627,0.5527235204779628,9.85148234449926e-128
homograph_icf_spacing8_psalm,20198,120011,0.14405637298604226,0.18361067590134245,0.5530567302298045,2.528763074462689e-129
word_consonantal_icf_spacing8_psalm,20198,120011,0.14405637298604226,0.1827266732554868,0.5546452992526911,4.815147732256471e-137
word_vocalized_binary_psalm,20198,120011,0.14405637298604226,0.1823456512625588,0.5621698003259824,1.0677653404668525e-176
word_consonantal_binary_psalm,20198,120011,0.14405637298604226,0.18104544898324382,0.5540317085202596,4.904037888718034e-134
word_cantillation_icf_position_mean_psalm,20198,120011,0.14405637298604226,0.18073239173808056,0.5640454595372029,2.2493878841792818e-187
lexeme_icf_spacing4_psalm,20198,120011,0.14405637298604226,0.17868438179606352,0.5523318505190759,7.084540708491418e-126
word_cantillation_icf_spacing8_psalm,20198,120011,0.14405637298604226,0.17812151734218912,0.5545223327957983,1.942301958866082e-136
homograph_icf_spacing4_psalm,20198,120011,0.14405637298604226,0.1769225651794251,0.550162155730173,7.702723456896921e-116
word_vocalized_icf_spacing8_psalm,20198,120011,0.14405637298604226,0.17637049834241822,0.5467694509179679,5.393353532533668e-101
word_vocalized_icf_spacing2_psalm,20198,120011,0.14405637298604226,0.1755388669907801,0.5461445356385785,2.2550375615113203e-98
word_cantillation_icf_spacing4_psalm,20198,120011,0.14405637298604226,0.17465733299863778,0.5409097450880681,8.603004390726868e-78
word_vocalized_icf_spacing4_psalm,20198,120011,0.14405637298604226,0.17430025385084405,0.543141390827503,2.8960115485900867e-86
word_consonantal_icf_spacing4_psalm,20198,120011,0.14405637298604226,0.1739066763679842,0.540451218820801,4.1713055362669035e-76
word_cantillation_icf_spacing2_psalm,20198,120011,0.14405637298604226,0.17118117619196782,0.5427108738420766,1.352830344767631e-84
word_cantillation_binary_psalm,20198,120011,0.14405637298604226,0.17053088157088908,0.5390983926615321,3.0378160032458294e-71
lexeme_icf_spacing2_psalm,20198,120011,0.14405637298604226,0.17050459248842242,0.529888132288075,1.6679396129542383e-42
word_consonantal_icf_spacing2_psalm,20198,120011,0.14405637298604226,0.16850249222101557,0.5313395460121242,1.5792090573533145e-46
homograph_icf_spacing2_psalm,20198,120011,0.14405637298604226,0.16701920525547587,0.5258548584097716,2.5856546168753836e-32
word_vocalized_tf_icf,20198,120011,0.14405637298604226,0.16003594273576005,0.5115408915766376,6.538247122308925e-08
lexeme_icf,20198,120011,0.14405637298604226,0.15990745000038487,0.5212197770952424,2.085167337158836e-22
word_vocalized_icf,20198,120011,0.14405637298604226,0.1598066149316037,0.5106047539182856,6.183503733358421e-07
lexeme_tf_icf,20198,120011,0.14405637298604226,0.15953241172734,0.5214280801944081,8.215579850042524e-23
word_consonantal_icf,20198,120011,0.14405637298604226,0.15847180965161697,0.5164474773625997,3.335133201141977e-14
word_consonantal_tf_icf,20198,120011,0.14405637298604226,0.15822163869452216,0.5169813298850088,5.071547881492146e-15
word_vocalized_icf_position2,20198,120011,0.14405637298604226,0.15729128525579703,0.4964993942294571,0.9481548681769085
word_vocalized_icf_position4,20198,120011,0.14405637298604226,0.15728031010564464,0.49101368124827854,0.9999911803612848
lexeme_icf_position2,20198,120011,0.14405637298604226,0.15727504451710983,0.5005186081859055,0.4060850214036368
lexeme_icf_position4,20198,120011,0.14405637298604226,0.15713660849193242,0.4910107765239518,0.9999845187847631
homograph_icf,20198,120011,0.14405637298604226,0.1568417826792816,0.5147431026202867,9.328405911685827e-12
word_vocalized_icf_position_mean,20198,120011,0.14405637298604226,0.15667403508226854,0.5039285138258967,0.03620350472055679
homograph_tf_icf,20198,120011,0.14405637298604226,0.15665600490792433,0.5152584620199299,1.8143500744594983e-12
word_consonantal_icf_position2,20198,120011,0.14405637298604226,0.1560641864594247,0.49822913157573556,0.7917560171597287
lexeme_icf_position_mean,20198,120011,0.14405637298604226,0.15561703880408753,0.5103138714165909,1.3099484855123503e-06
word_consonantal_icf_position4,20198,120011,0.14405637298604226,0.15552187237986703,0.4899393132006765,0.9999985559589967
word_consonantal_icf_position_mean,20198,120011,0.14405637298604226,0.15508352257706065,0.5076857495773222,0.00023091629576157423
homograph_icf_position4,20198,120011,0.14405637298604226,0.15487840503656883,0.488568884601758,0.9999999405813024
homograph_icf_position2,20198,120011,0.14405637298604226,0.154749064267848,0.4970616838421326,0.9108510340009646
lexeme_icf_position8,20198,120011,0.14405637298604226,0.15405858690521645,0.4829054949842127,0.9999999999999996
word_vocalized_icf_position8,20198,120011,0.14405637298604226,0.15374123651088167,0.48817878911814344,0.9999999980465598
word_cantillation_icf_spacing8,19285,115163,0.14343835534928,0.15358315392616534,0.5257483305482281,9.969029604993625e-31
homograph_icf_spacing8,20198,120011,0.14405637298604226,0.15356619182280867,0.5208498917437173,1.0839358344004132e-21
lexeme_icf_spacing8,20198,120011,0.14405637298604226,0.1533013601916898,0.5210539394485597,4.422576330758411e-22
word_consonantal_icf_position8,20198,120011,0.14405637298604226,0.15327097529220063,0.4841797892129552,0.9999999999999681
homograph_icf_position_mean,20198,120011,0.14405637298604226,0.15294799376153564,0.5045897251642252,0.018271548446046018
word_consonantal_icf_spacing8,20198,120011,0.14405637298604226,0.15281136262826894,0.5221266414360576,3.450240216714382e-24
word_cantillation_tf_icf,20198,120011,0.14405637298604226,0.1524107646307919,0.4999406146623905,0.5109503370436252
word_vocalized_icf_spacing8,19607,117446,0.14306144338321672,0.15231582160158974,0.5226196658833763,1.5456867273061575e-24
word_cantillation_icf,20198,120011,0.14405637298604226,0.15221060195190866,0.49935582529683104,0.617064330935545
homograph_icf_position8,20198,120011,0.14405637298604226,0.15203546017863676,0.4811019648099079,1.0
