model,n_true,n_baseline,prevalence,average_precision,true_effect_size,baseline_effect_size,gap,separation_auc,separation_p
harrier_oss_v1_27b_consonantal,2392,331,0.8784428938670584,0.9222866986527392,1.1976817790737977,0.6713054258634915,0.5263763532103062,0.6274616293991048,2.5830907801053072e-14
bge_m3_vocalized,2392,331,0.8784428938670584,0.9205563624045812,0.6510661698875025,0.11297529653486572,0.5380908733526368,0.6169532884034394,2.47430647021436e-12
gemini_embedding_2_cantillation,2392,331,0.8784428938670584,0.919889997113791,1.8460889794846487,1.1862573250352406,0.6598316544494081,0.6189829643625782,1.055779241560591e-12
f2llm_v2_14b_consonantal,2392,331,0.8784428938670584,0.91740663204727,1.1141363827223258,0.5646401171810793,0.5494962655412465,0.6120818134971556,1.8040699204224172e-11
openai_text_embedding_3_large_consonantal,2392,331,0.8784428938670584,0.9172087809371862,0.9438314692258338,0.3366355537934211,0.6071959154324127,0.602532106012994,7.00582598572627e-10
bge_m3_consonantal,2392,331,0.8784428938670584,0.9169501683259993,0.7840545325456015,0.27671053105486537,0.5073440014907362,0.5934181410340612,1.7233028128686587e-08
berel_consonantal,2392,331,0.8784428938670584,0.9163312179533356,1.1357551850666872,0.7000124748453203,0.4357427102213669,0.6102832705190514,3.680333582816476e-11
gemini_embedding_2_vocalized,2392,331,0.8784428938670584,0.9146321869192091,1.3622174169871493,0.8585720350519236,0.5036453819352257,0.5925479190453576,2.305454865961505e-08
bge_multilingual_gemma2_consonantal,2392,331,0.8784428938670584,0.9091498005583377,0.8563221493698561,0.43569711389853233,0.42062503547132374,0.5707708979579464,1.4602400301635101e-05
voyage_4_cantillation,2392,331,0.8784428938670584,0.9082149129886808,0.6857089669642122,0.3053482807892635,0.3803606861749487,0.5750765391183098,4.627977794103091e-06
cohere_embed_v4_vocalized,2392,331,0.8784428938670584,0.9078746743742767,0.4948979330619505,0.03585892449667223,0.4590390085652783,0.5608372318604815,0.00016349979000355764
cohere_embed_v4_cantillation,2392,331,0.8784428938670584,0.9076429866124259,0.4668051798641932,0.01658764278487565,0.45021753707931755,0.556257514979438,0.00044616566306187276
voyage_4_vocalized,2392,331,0.8784428938670584,0.9070580536313331,0.676810042676029,0.30997949871441666,0.3668305439616123,0.5719467712111873,1.0735210673582073e-05
cohere_embed_v4_consonantal,2392,331,0.8784428938670584,0.9066907922801957,0.5793775502633363,0.14424794582458958,0.4351296044387467,0.5549452353767341,0.000587372317773695
gemini_embedding_2_consonantal,2392,331,0.8784428938670584,0.9042255439839297,0.8217801596034973,0.582247827488423,0.2395323321150743,0.5432142893229193,0.005353305894589357
alephbert_consonantal,2392,331,0.8784428938670584,0.9012617282321425,0.6109022449839508,0.3854287148654459,0.22547353011850496,0.5434959431741252,0.005103092487902393
voyage_4_consonantal,2392,331,0.8784428938670584,0.9005234472827022,0.5432070492868241,0.30326893653457804,0.23993811275224602,0.5408852772080146,0.007876641808615742
neodictabert_consonantal,2392,331,0.8784428938670584,0.899095043666253,0.7940069272285651,0.4869611756266284,0.30704575160193676,0.5289143570208853,0.043855347102135483
gte_multilingual_base_vocalized,2392,331,0.8784428938670584,0.8950155670950959,0.007658532359606918,-0.07771064622586729,0.08536917858547421,0.5111095393507058,0.25588800633169717
gte_multilingual_base_cantillation,2392,331,0.8784428938670584,0.8941448280186903,-0.030927021093964474,-0.08565448271151556,0.054727461617551085,0.5052263840192384,0.37880349403302055
gte_multilingual_base_consonantal,2392,331,0.8784428938670584,0.876179371238529,-0.059344643182614475,-0.040712980670034704,-0.01863166251257977,0.4670300801261001,0.9742439525974221
