model,n_true,n_baseline,prevalence,average_precision,true_effect_size,baseline_effect_size,gap,separation_auc,separation_p
morph_prs_ps_sp_plus,1110,2784,0.2850539291217257,0.3862838820883202,0.5210200918637983,0.28315099287056655,0.23786909899323172,0.5975179921300611,9.068137086346703e-22
morph_prs_gn_sp_plus,1110,2784,0.2850539291217257,0.3845320751058321,0.48593881156451935,0.2494825882777752,0.23645622328674415,0.5950719038003521,8.754402593998561e-21
morph_prs_nu_sp_plus,1110,2784,0.2850539291217257,0.37985765822009415,0.47645296551459987,0.26439615717102977,0.2120568083435701,0.5891586090400746,1.6660273719719127e-18
morph_ps_sp_plus,1110,2784,0.2850539291217257,0.36743657214723996,0.4526284976668055,0.22647413873722044,0.22615435892958508,0.5872618307963136,8.365770104630168e-18
morph_st_sp_plus,1110,2784,0.2850539291217257,0.35700625246798023,0.3571177434675326,0.17772859267205116,0.17938915079548146,0.5728404589934762,5.915222085491738e-13
morph_vt_sp_plus,1110,2784,0.2850539291217257,0.3560334838053164,0.43249956535632694,0.21689264970379582,0.21560691565253112,0.5835160052293673,1.8348032696307168e-16
sp_unigram,1110,2784,0.2850539291217257,0.3556926879760669,0.42761815713004836,0.1850939054690392,0.24252425166100916,0.5820528502640572,5.9004129304558e-16
morph_signature_1_2_3gram,1110,2784,0.2850539291217257,0.35568013517954533,0.7264579919714668,0.3006658671778955,0.42579212479357126,0.5718541278347313,1.1050591064857877e-12
morph_full_all,1110,2784,0.2850539291217257,0.354205589060095,0.4857401832832837,0.26545294106772754,0.22028724221555618,0.5866822641607125,1.3612008763571279e-17
morph_vs_sp_plus,1110,2784,0.2850539291217257,0.35159656899711256,0.3432447516046498,0.1431472731765325,0.2000974784281173,0.576727859324842,3.532957138105758e-14
morph_signature_1_2gram,1110,2784,0.2850539291217257,0.34999743960073443,0.616577400674759,0.2787734395624334,0.3378039611123256,0.5699219154499326,4.194180758810602e-12
morph_nu_sp_plus,1110,2784,0.2850539291217257,0.3498657645720886,0.4116861221821243,0.19206328363000053,0.21962283855212378,0.5763691493217356,4.609257054738384e-14
morph_suffix_host_plus_suffix,1110,2784,0.2850539291217257,0.34642190675990314,0.4611303101243979,0.2616176933937495,0.1995126167306484,0.5719088161437299,1.1381468610696221e-12
morph_atomic_core,1110,2784,0.2850539291217257,0.3447202649061132,0.40531227083136245,0.20046265167649138,0.20484961915487107,0.5778628844361603,1.5111868770039993e-14
sp_1_2_3gram,1110,2784,0.2850539291217257,0.3440948745588187,0.5758141969474404,0.253441477758679,0.3223727191887614,0.5765971251423838,3.892739837168582e-14
