model,n_pairs,mean_true_similarity,median_true_similarity,std_true_similarity,background_mean,background_std,background_n_vectors,calibrated_effect_size,n_pairs_Antithetic,mean_true_similarity_Antithetic,calibrated_effect_size_Antithetic,n_pairs_Emblematic,mean_true_similarity_Emblematic,calibrated_effect_size_Emblematic,n_pairs_Staircase,mean_true_similarity_Staircase,calibrated_effect_size_Staircase,n_pairs_Synonymous,mean_true_similarity_Synonymous,calibrated_effect_size_Synonymous,n_pairs_Synthetic,mean_true_similarity_Synthetic,calibrated_effect_size_Synthetic
syntax_function_1_2_3gram_psalm_shuffle28,1110,1.0,1.0,2.0558107485847476e-16,0.7529272437095642,0.10476676374673843,3416,2.358312383187722,48,1.0,2.358312383187722,26,1.0,2.358312383187722,27,1.0,2.358312383187722,495,1.0,2.358312383187722,514,1.0,2.358312383187722
syntax_function_1_2_3gram_psalm_shuffle02,1110,1.0,1.0,1.8941624349330347e-16,0.7554288506507874,0.10392288863658905,3416,2.3533906010297745,48,1.0,2.3533906010297745,26,1.0,2.3533906010297745,27,1.0,2.3533906010297745,495,1.0,2.3533906010297745,514,1.0,2.3533906010297745
syntax_function_1_2_3gram_psalm_shuffle13,1110,1.0,1.0,1.7056871830555876e-16,0.7526044845581055,0.10512498021125793,3416,2.3533466065318764,48,1.0,2.3533466065318764,26,1.0,2.3533466065318764,27,1.0,2.3533466065318764,495,1.0,2.3533466065318764,514,1.0,2.3533466065318764
syntax_function_1_2_3gram_psalm_shuffle03,1110,1.0,1.0,2.1805802380948216e-16,0.7543152570724487,0.10443486273288727,3416,2.352516549535172,48,1.0,2.352516549535172,26,1.0,2.352516549535172,27,1.0,2.352516549535172,495,1.0,2.352516549535172,514,1.0,2.352516549535172
syntax_function_1_2_3gram_psalm_shuffle21,1110,1.0,1.0,2.0381802760998862e-16,0.754471480846405,0.10461165010929108,3416,2.3470475697217625,48,1.0,2.3470475697217625,26,1.0,2.3470475697217625,27,1.0,2.3470475697217625,495,1.0,2.3470475697217625,514,1.0,2.3470475697217625
syntax_function_1_2_3gram_psalm_shuffle04,1110,1.0,1.0,1.79946125556573e-16,0.7546070218086243,0.10469132661819458,3416,2.343966650516474,48,1.0,2.343966650516474,26,1.0,2.343966650516474,27,1.0,2.343966650516474,495,1.0,2.343966650516474,514,1.0,2.343966650516474
syntax_function_1_2_3gram_psalm_shuffle10,1110,1.0,1.0,1.890641683868921e-16,0.7550225853919983,0.10476487129926682,3416,2.33835456074021,48,1.0,2.33835456074021,26,1.0,2.33835456074021,27,1.0,2.33835456074021,495,1.0,2.33835456074021,514,1.0,2.33835456074021
syntax_function_1_2_3gram_psalm_shuffle27,1110,1.0,1.0,1.7724141728441683e-16,0.7554125785827637,0.10459835082292557,3416,2.338348735835215,48,1.0,2.338348735835215,26,1.0,2.338348735835215,27,1.0,2.338348735835215,495,1.0,2.338348735835215,514,1.0,2.338348735835215
syntax_function_1_2_3gram_psalm_shuffle19,1110,1.0,1.0,1.9510533591989436e-16,0.755926787853241,0.10439252853393555,3416,2.338033339880417,48,1.0,2.338033339880417,26,1.0,2.338033339880417,27,1.0,2.338033339880417,495,1.0,2.338033339880417,514,1.0,2.338033339880417
syntax_function_1_2_3gram_psalm_shuffle07,1110,1.0,1.0,2.0143410902077365e-16,0.7547775506973267,0.10500816255807877,3416,2.3352703573595406,48,1.0,2.3352703573595406,26,1.0,2.3352703573595406,27,1.0,2.3352703573595406,495,1.0,2.3352703573595406,514,1.0,2.3352703573595406
