model,metric,source,genre,gap,p_perm,p_maxT,perm_q,perm_q_by,maxT_q,maxT_q_by
alephbert_consonantal,content_distance,raw,Hymn,-0.011050440344474735,0.9715028497150285,1.0,0.9969003099690031,1.0,1.0,1.0
alephbert_consonantal,content_distance,raw,Lament,0.01914091987326219,9.999000099990002e-05,0.0100989901009899,0.00011024538571783849,0.0004795672758003137,0.023862613738626134,0.10380233684697791
alephbert_consonantal,content_distance,raw,Praise,0.005394652068713118,0.08139186081391861,0.8217178282171783,0.15216739195645654,0.6619279451111634,1.0,1.0
alephbert_consonantal,content_distance,raw,Royal,0.011539468062009735,0.0377962203779622,0.21927807219278073,0.06146792728134594,0.26738539888510826,0.34922063349220633,1.0
alephbert_consonantal,content_distance,raw,Thanksgiving,0.0119507128284091,0.046495350464953504,0.1937806219378062,0.060584850605848506,0.26354401656480875,0.2525020225250202,1.0
alephbert_consonantal,content_distance,raw,Trust,0.011456487798468501,0.09259074092590741,0.22467753224677534,0.2392124423921244,1.0,0.6152293861522938,1.0
alephbert_consonantal,content_distance,raw,Wisdom,0.008018405238787343,0.137986201379862,0.5417458254174583,0.14127158712700155,0.6145312091326877,0.5546445355464453,1.0
alephbert_consonantal,content_distance,length_controlled,Hymn,-0.010724781202981554,0.9678032196780322,1.0,0.9941005899410059,1.0,1.0,1.0
alephbert_consonantal,content_distance,length_controlled,Lament,0.019285560543443075,9.999000099990002e-05,0.0096990300969903,0.00010748925107489251,0.00046757809390530596,0.021950436535293837,0.09548436865013614
alephbert_consonantal,content_distance,length_controlled,Praise,0.005452982874276299,0.0776922307769223,0.8168183181681832,0.14525069232207213,0.6318403112424741,1.0,1.0
alephbert_consonantal,content_distance,length_controlled,Royal,0.01142644059363254,0.039896010398960104,0.22617738226177383,0.06598186335212632,0.28702101456648776,0.36864832035314987,1.0
alephbert_consonantal,content_distance,length_controlled,Thanksgiving,0.011978276943520383,0.04559544045595441,0.19108089191080893,0.05941224059412241,0.25844316463129635,0.24898419248984194,1.0
alephbert_consonantal,content_distance,length_controlled,Trust,0.011652596247584553,0.08859114088591141,0.21277872212778723,0.2293820617938206,0.9978116523939228,0.5926957304269572,1.0
alephbert_consonantal,content_distance,length_controlled,Wisdom,0.007353579736445978,0.1618838116188381,0.6135386461353864,0.16573818808595328,0.720960889554943,0.6281467091386099,1.0
alephbert_consonantal,structural_distance,raw,Hymn,0.04382871345860914,9.999000099990002e-05,0.0117988201179882,0.00011943250119432502,0.0005195312154503399,0.023582490235824902,0.10258379999619438
alephbert_consonantal,structural_distance,raw,Lament,0.024274325194333812,9.999000099990002e-05,0.22697730226977303,0.00014826103596536898,0.000644935301938353,0.3652028736520287,1.0
alephbert_consonantal,structural_distance,raw,Praise,0.002744373953628476,0.34366563343665635,0.9939006099390061,0.7014441413001556,1.0,1.0,1.0
alephbert_consonantal,structural_distance,raw,Royal,0.004599404477363178,0.3655634436556344,0.9743025697430256,0.7285382572853826,1.0,1.0,1.0
alephbert_consonantal,structural_distance,raw,Thanksgiving,0.01931675131080754,0.10868913108689131,0.3982601739826017,0.22151384861513845,0.9635849359200543,0.785985290359853,1.0
alephbert_consonantal,structural_distance,raw,Trust,0.029311074867045706,0.06059394060593941,0.11198880111988802,0.19596117311345787,0.8524308327350577,0.44682454831439933,1.0
alephbert_consonantal,structural_distance,raw,Wisdom,-0.012397360038899241,0.7931206879312068,1.0,0.9436056394360564,1.0,1.0,1.0
alephbert_consonantal,structural_distance,length_controlled,Hymn,0.025292975821690065,0.0010998900109989002,0.08459154084591541,0.001970636269706363,0.008572265054930608,0.18058194180581943,0.7855311977609138
alephbert_consonantal,structural_distance,length_controlled,Lament,0.016041724992146494,0.0004999500049995,0.3447655234476552,0.0011314658007883422,0.00492187467268743,0.5580320755803208,1.0
alephbert_consonantal,structural_distance,length_controlled,Praise,-0.0005756756636247184,0.545045495450455,0.9999000099990001,0.9035096490350965,1.0,1.0,1.0
alephbert_consonantal,structural_distance,length_controlled,Royal,0.01103265701865196,0.14338566143385661,0.6125387461253875,0.43477252274772527,1.0,1.0,1.0
alephbert_consonantal,structural_distance,length_controlled,Thanksgiving,0.017747867957637112,0.06939306069393061,0.2765723427657234,0.15067188933280584,0.6554225107611765,0.5966630609666307,1.0
alephbert_consonantal,structural_distance,length_controlled,Trust,0.01814905207066011,0.11508849115088492,0.2608739126087391,0.34654534546545346,1.0,0.9037696230376963,1.0
alephbert_consonantal,structural_distance,length_controlled,Wisdom,0.025442913780007483,0.0136986301369863,0.0827917208279172,0.03272450532724505,0.1423515530333931,0.20184092701840928,0.8780077541110743
alephbert_consonantal,structural_distance,length_and_content_controlled,Hymn,0.03302575538583566,9.999000099990002e-05,0.0184981501849815,0.00014331900143319003,0.0006234374585404078,0.03981083373144167,0.17317707181677996
alephbert_consonantal,structural_distance,length_and_content_controlled,Lament,0.002136454047136798,0.27517248275172485,0.9841015898410159,0.458620804586208,1.0,1.0,1.0
alephbert_consonantal,structural_distance,length_and_content_controlled,Praise,-0.004507384267816087,0.8656134386561344,1.0,1.0,1.0,1.0,1.0
alephbert_consonantal,structural_distance,length_and_content_controlled,Royal,0.002793967143207818,0.36326367363263673,0.9709029097090291,0.8801672464332513,1.0,1.0,1.0
alephbert_consonantal,structural_distance,length_and_content_controlled,Thanksgiving,0.009111293149307448,0.1857814218578142,0.6195380461953804,0.48596761945427075,1.0,1.0,1.0
alephbert_consonantal,structural_distance,length_and_content_controlled,Trust,0.009747299491549835,0.23077692230776922,0.5756424357564244,0.5284440305969402,1.0,1.0,1.0
