model,n_same_genre,n_different_genre,prevalence,average_precision,same_genre_effect_size,different_genre_effect_size,gap,separation_auc,separation_p
word_consonantal_tf_icf_psalm,2083,12941,0.13864483493077742,0.2720360165881566,0.3652563341188085,-0.0919274945127539,0.4571838286315624,0.6644527957175412,6.089251087351255e-129
word_consonantal_icf_psalm,2083,12941,0.13864483493077742,0.26763087344399894,0.29778793010765,-0.0863971313791809,0.38418506148683085,0.671932882879992,1.0050677154945086e-140
word_consonantal_icf_position_mean_psalm,2083,12941,0.13864483493077742,0.2528326509642223,0.2607265781829936,-0.0814594202026895,0.3421859983856831,0.6676333741564944,6.893739360564255e-134
word_vocalized_icf_psalm,2083,12941,0.13864483493077742,0.251632802274972,0.21969415330399897,-0.07645409898289472,0.2961482522868937,0.6587065645208434,3.027750460617005e-120
word_consonantal_binary_psalm,2083,12941,0.13864483493077742,0.24744230098491293,0.3420354668491086,-0.08740708792505189,0.4294425547741605,0.6575345108304417,1.6485666489892499e-118
word_vocalized_tf_icf_psalm,2083,12941,0.13864483493077742,0.24537791641495416,0.2580853637459286,-0.07820453638472931,0.3362899001306579,0.6370888996825691,2.741936438116061e-90
word_vocalized_icf_position_mean_psalm,2083,12941,0.13864483493077742,0.24303744896972274,0.19772556903476826,-0.07359619548874848,0.27132176452351675,0.6564885881316005,5.694485936434156e-117
word_consonantal_log_count_psalm,2083,12941,0.13864483493077742,0.23860713932485733,0.3524689064420379,-0.07723180471777295,0.42970071115981084,0.6323425162754424,2.7023456728826087e-84
word_vocalized_binary_psalm,2083,12941,0.13864483493077742,0.2339257959932809,0.27195778573192175,-0.07828250872835509,0.3502402944602768,0.6385876882871385,3.175054733084274e-92
lexeme_tf_icf_psalm,2083,12941,0.13864483493077742,0.22739661560634478,0.32891664452428615,-0.07752523064152878,0.4064418751658149,0.6241944913179772,1.7026193770403428e-74
lexeme_binary_psalm,2083,12941,0.13864483493077742,0.22209855699161618,0.30780887906669097,-0.0758606592574305,0.3836695383241215,0.6236731622519769,6.871217704996662e-74
lexeme_log_count_psalm,2083,12941,0.13864483493077742,0.22067398632048366,0.32238416994895674,-0.06868570868729815,0.39106987863625486,0.616984064796013,2.4360740359021266e-66
homograph_tf_icf_psalm,2083,12941,0.13864483493077742,0.22010540445670285,0.31265510345049125,-0.07338303298797913,0.3860381364384704,0.6156709298818156,6.603823589508326e-65
lexeme_icf_position_mean_psalm,2083,12941,0.13864483493077742,0.2187989149838428,0.2666298566405176,-0.07577271786363479,0.34240257450415235,0.625190592275152,1.1650605451677342e-75
homograph_icf_position_mean_psalm,2083,12941,0.13864483493077742,0.21712070664620153,0.2650529232978363,-0.07440904800667623,0.33946197130451256,0.618661198912914,3.4116406795281747e-68
lexeme_icf_psalm,2083,12941,0.13864483493077742,0.21682800814045736,0.27762488908748334,-0.0748097632215112,0.3524346523089945,0.6186161627294569,3.828988270011102e-68
